_MEMBER_DEGs,_MEMBER_DMRs,_LogP_DEGs,_LogP_DMRs,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,0,-5.9,0,PGB:00011,M10,1,0,PaGenBase,36,Tissue-specific: Smooth Muscle,,-5.9,7.4,7.5,30337,103,400,10,2.5,0.78,3552|3553|3576|5743|5806|6347|6354|6374|6781|7130,IL1A|IL1B|CXCL8|PTGS2|PTX3|CCL2|CCL7|CXCL5|STC1|TNFAIP6,-4.3,0
1,0,-5.8,0,PGB:00129,M10,1,0,PaGenBase,36,Cell-specific: CD14+ Monocytes,,-5.8,24,10,30337,16,400,5,1.2,0.56,366|2212|2352|11024|53829,AQP9|FCGR2A|FOLR3|LILRA1|P2RY13,-4.2,0
1,0,-4.4,0,PGB:00071,M10,1,0,PaGenBase,36,Cell-specific: HUVEC,,-4.4,3.3,5.1,30337,371,400,16,4,0.98,654|1378|1901|2012|2321|2828|3678|5329|5791|5806|9173|25797|27284|114548|126364|353345,BMP6|CR1|S1PR1|EMP1|FLT1|GPR4|ITGA5|PLAUR|PTPRE|PTX3|IL1RL1|QPCT|SULT1B1|NLRP3|LRRC25|GPR141,-3,0
1,0,-4.3,0,PGB:00169,M10,1,0,PaGenBase,36,Cell-specific: T3M4,,-4.3,19,8.3,30337,16,400,4,1,0.5,1839|3853|3854|8843,HBEGF|KRT6A|KRT6B|HCAR3,-2.9,0
1,0,-4.2,0,PGB:00029,M10,1,0,PaGenBase,36,Tissue-specific: placenta,,-4.2,3.5,5,30337,305,400,14,3.5,0.92,133|654|1089|1378|1441|2321|3624|5270|5328|6573|9173|22918|54507|79865,ADM|BMP6|CEACAM4|CR1|CSF3R|FLT1|INHBA|SERPINE2|PLAU|SLC19A1|IL1RL1|CD93|ADAMTSL4|TREML2,-2.8,0
1,1,-3.9,-2.3,PGB:00020,M11,2,0,PaGenBase,36,Tissue-specific: prostate,,-3.9,3.9,4.9,30337,213,400,11,2.8,0.82,3557|5023|5997|6406|6698|29986|57126|64407|84651|374918|652995,IL1RN|P2RX1|RGS2|SEMG1|SPRR1A|SLC39A2|CD177|RGS18|SPINK7|IGFL1|UCA1,-2.5,0
1,0,-3.7,0,PGB:00077,M10,1,0,PaGenBase,36,Cell-specific: CD56+ NKCells,,-3.7,7.1,5.7,30337,64,400,6,1.5,0.61,2215|8477|8530|8807|54331|57580,FCGR3B|GPR65|CST7|IL18RAP|GNG2|PREX1,-2.4,0
1,0,-3.4,0,PGB:00035,M10,1,0,PaGenBase,36,Tissue-specific: ovary,,-3.4,3.4,4.4,30337,245,400,11,2.8,0.82,654|1959|1960|2353|2354|3036|3290|6753|8972|123041|134864,BMP6|EGR2|EGR3|FOS|FOSB|HAS1|HSD11B1|SSTR3|MGAM|SLC24A4|TAAR1,-2.1,0
1,0,-3.3,0,PGB:00151,M10,1,0,PaGenBase,36,Cell-specific: HT1080,,-3.3,19,7.2,30337,12,400,3,0.75,0.43,728|3290|55301,C5AR1|HSD11B1|OLAH,-2.1,0
1,0,-3.2,0,PGB:00079,M10,1,0,PaGenBase,36,Cell-specific: THY+,,-3.2,4.8,4.6,30337,111,400,7,1.8,0.66,777|3310|3576|4084|7940|9595|114548,CACNA1E|HSPA6|CXCL8|MXD1|LST1|CYTIP|NLRP3,-1.9,0
1,0,-3,0,PGB:00146,M10,1,0,PaGenBase,36,Cell-specific: SR,,-3,9.2,5.4,30337,33,400,4,1,0.5,943|1901|3055|3142,TNFRSF8|S1PR1|HCK|HLX,-1.8,0
1,0,-3,0,PGB:00112,M10,1,0,PaGenBase,36,Cell-specific: LOX IMVI,,-3,14,6.1,30337,16,400,3,0.75,0.43,3553|4318|22918,IL1B|MMP9|CD93,-1.7,0
1,0,-2.9,0,PGB:00065,M10,1,0,PaGenBase,36,Cell-specific: DRG,,-2.9,2.5,3.7,30337,455,400,15,3.8,0.95,838|929|1268|1839|2215|3861|3936|6781|7130|7439|8685|8809|11240|23237|50486,CASP5|CD14|CNR1|HBEGF|FCGR3B|KRT14|LCP1|STC1|TNFAIP6|BEST1|MARCO|IL18R1|PADI2|ARC|G0S2,-1.7,0
1,0,-2.6,0,PGB:00007,M10,1,0,PaGenBase,36,Tissue-specific: adipose tissue,,-2.6,3.5,3.8,30337,174,400,8,2,0.7,383|3557|3868|50486|57126|58484|84649|124599,ARG1|IL1RN|KRT16|G0S2|CD177|NLRC4|DGAT2|CD300LB,-1.5,0
1,0,-2.5,0,PGB:00075,M10,1,0,PaGenBase,36,Cell-specific: B-lymphocyte,,-2.5,6.7,4.5,30337,45,400,4,1,0.5,2124|9595|123041|654817,EVI2B|CYTIP|SLC24A4|NCF1C,-1.4,0
1,0,-2.4,0,PGB:00139,M10,1,0,PaGenBase,36,Cell-specific: Renal Epithelial,,-2.4,6.3,4.3,30337,48,400,4,1,0.5,4050|5265|6696|26253,LTB|SERPINA1|SPP1|CLEC4E,-1.3,0
1,0,-2.1,0,PGB:00012,M10,1,0,PaGenBase,36,Tissue-specific: thymus,,-2.1,2.9,3.2,30337,211,400,8,2,0.7,399|944|1830|3586|3868|4050|5788|9595,RHOH|TNFSF8|DSG3|IL10|KRT16|LTB|PTPRC|CYTIP,-1.1,0
