_MEMBER_DEGs,_MEMBER_DMRs,_LogP_DEGs,_LogP_DMRs,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,0,-15,0,COVID244,M10,1,0,COVID,200,RNA_Wilk_CD14+Monocytes_patient-C1A-mild_Up,,-15,16,16,30337,80,400,17,4.2,1,929|963|1378|2180|2357|3689|3936|5265|5552|6279|6280|6283|6402|8291|10581|200315|342510,CD14|CD53|CR1|ACSL1|FPR1|ITGB2|LCP1|SERPINA1|SRGN|S100A8|S100A9|S100A12|SELL|DYSF|IFITM2|APOBEC3A|CD300E,-13,0
1,1,-15,-2,COVID016,M11,2,0,COVID,200,RNA_Blanco-Melo_Calu-3_Up,,-15,7.1,12,30337,300,400,28,7,1.3,969|1830|1839|2069|2354|3383|3552|3553|3624|3656|4050|4084|5142|5328|5329|5743|5806|6347|6364|7538|8140|8870|9473|9586|10135|23135|50486|64651,CD69|DSG3|HBEGF|EREG|FOSB|ICAM1|IL1A|IL1B|INHBA|IRAK2|LTB|MXD1|PDE4B|PLAU|PLAUR|PTGS2|PTX3|CCL2|CCL20|ZFP36|SLC7A5|IER3|THEMIS2|CREB5|NAMPT|KDM6B|G0S2|CSRNP1,-13,0
1,0,-13,0,COVID252,M10,1,0,COVID,200,RNA_Wilk_CD14+Monocytes_patient-C4_Up,,-13,15,14,30337,78,400,15,3.8,0.95,1230|1378|2180|2357|3689|3936|4001|5265|6279|6280|6283|6402|8291|10581|56729,CCR1|CR1|ACSL1|FPR1|ITGB2|LCP1|LMNB1|SERPINA1|S100A8|S100A9|S100A12|SELL|DYSF|IFITM2|RETN,-11,0
1,0,-12,0,COVID347,M10,1,0,COVID,200,RNA_Wilk_B-cells_patient-C6_Up,,-12,11,12,30337,110,400,16,4,0.98,241|383|820|1308|3240|4317|4332|5552|6279|6280|8530|8993|56729|58484|199675|266747,ALOX5AP|ARG1|CAMP|COL17A1|HP|MMP8|MNDA|SRGN|S100A8|S100A9|CST7|PGLYRP1|RETN|NLRC4|MCEMP1|RGL4,-9.7,0
1,0,-12,0,COVID250,M10,1,0,COVID,200,RNA_Wilk_CD14+Monocytes_patient-C3_Up,,-12,18,14,30337,51,400,12,3,0.85,2357|3240|6279|6280|6283|6402|6515|8291|9021|10135|56729|199675,FPR1|HP|S100A8|S100A9|S100A12|SELL|SLC2A3|DYSF|SOCS3|NAMPT|RETN|MCEMP1,-9.5,0
1,0,-11,0,COVID258,M10,1,0,COVID,200,RNA_Wilk_CD14+Monocytes_patient-C7_Up,,-11,24,15,30337,32,400,10,2.5,0.78,597|2180|3576|6279|6280|6283|6515|9021|10135|646309,BCL2A1|ACSL1|CXCL8|S100A8|S100A9|S100A12|SLC2A3|SOCS3|NAMPT|NAMPTP1,-9,0
1,0,-11,0,COVID351,M10,1,0,COVID,200,RNA_Zhang_Monocytes_severe-only_Up,,-11,18,13,30337,47,400,11,2.8,0.82,241|2358|3101|3240|3274|3684|4001|4778|6283|8291|56729,ALOX5AP|FPR2|HK3|HP|HRH2|ITGAM|LMNB1|NFE2|S100A12|DYSF|RETN,-8.6,0
1,0,-10,0,COVID254,M10,1,0,COVID,200,RNA_Wilk_CD14+Monocytes_patient-C5_Up,,-10,10,11,30337,104,400,14,3.5,0.92,1230|2180|2352|2358|4001|6279|6280|6283|6402|8291|10581|56729|199675|200315,CCR1|ACSL1|FOLR3|FPR2|LMNB1|S100A8|S100A9|S100A12|SELL|DYSF|IFITM2|RETN|MCEMP1|APOBEC3A,-8,0
1,0,-9.8,0,COVID353,M10,1,0,COVID,200,RNA_Zhang_Monocytes_severe-and-moderate_Up,,-9.8,9,10,30337,127,400,15,3.8,0.95,929|963|1230|2357|2867|4332|6279|6280|6402|8530|10581|11314|83706|200315|653361,CD14|CD53|CCR1|FPR1|FFAR2|MNDA|S100A8|S100A9|SELL|CST7|IFITM2|CD300A|FERMT3|APOBEC3A|NCF1,-7.8,0
1,1,-9.2,-7.3,COVID032,M11,2,0,COVID,200,RNA_Liao_BALF-severe_Up,,-9.2,5.3,8.7,30337,300,400,21,5.2,1.1,101|133|2012|2215|2867|3586|6283|6347|6354|6402|6696|7850|8140|8291|10581|28231|114548|116448|196410|200315|342510,ADAM8|ADM|EMP1|FCGR3B|FFAR2|IL10|S100A12|CCL2|CCL7|SELL|SPP1|IL1R2|SLC7A5|DYSF|IFITM2|SLCO4A1|NLRP3|OLIG1|TMT1B|APOBEC3A|CD300E,-7.2,0
1,0,-9.1,0,COVID255,M10,1,0,COVID,200,RNA_Wilk_CD14+Monocytes_patient-C5_Down,,-9.1,8,9.7,30337,142,400,15,3.8,0.95,1441|2124|2219|2268|2353|2354|3385|3687|4542|5997|7133|7538|7940|342510|653361,CSF3R|EVI2B|FCN1|FGR|FOS|FOSB|ICAM3|ITGAX|MYO1F|RGS2|TNFRSF1B|ZFP36|LST1|CD300E|NCF1,-7.2,0
1,0,-8.4,0,COVID008,M10,1,0,COVID,200,RNA_Blanco-Melo_A549_Up,,-8.4,5.1,8.2,30337,300,400,20,5,1.1,597|2069|3383|3552|3656|3678|4084|5270|5328|5329|5552|5806|6347|6374|8870|9021|26253|51458|348938|100507127,BCL2A1|EREG|ICAM1|IL1A|IRAK2|ITGA5|MXD1|SERPINE2|PLAU|PLAUR|SRGN|PTX3|CCL2|CXCL5|IER3|SOCS3|CLEC4E|RHCG|NIPAL4|LINC00707,-6.5,0
1,0,-8.2,0,COVID191,M10,1,0,COVID,200,RNA_Stukalov_A549-ACE2_24h_Up,,-8.2,9.3,9.5,30337,98,400,12,3,0.85,597|2069|2353|3576|5997|6347|6374|7538|8870|9021|23135|64651,BCL2A1|EREG|FOS|CXCL8|RGS2|CCL2|CXCL5|ZFP36|IER3|SOCS3|KDM6B|CSRNP1,-6.3,0
1,0,-7.8,0,COVID262,M10,1,0,COVID,200,RNA_Wilk_CD16+Monocytes_patient-C1B-severe_Up,,-7.8,14,10,30337,49,400,9,2.2,0.74,719|929|1230|2357|3684|4332|6279|22918|342510,C3AR1|CD14|CCR1|FPR1|ITGAM|MNDA|S100A8|CD93|CD300E,-6,0
1,0,-7.8,0,COVID189,M10,1,0,COVID,200,RNA_Stukalov_A549-ACE2_18h_Up,,-7.8,11,9.9,30337,66,400,10,2.5,0.78,2069|2354|3576|5997|6347|6374|8870|9021|23135|64651,EREG|FOSB|CXCL8|RGS2|CCL2|CXCL5|IER3|SOCS3|KDM6B|CSRNP1,-6,0
1,1,-7.4,-2.2,COVID264,M11,2,0,COVID,200,RNA_Wilk_CD16+Monocytes_patient-C3_Up,,-7.4,16,11,30337,39,400,8,2,0.7,929|2357|3553|6279|6280|8291|9021|653361,CD14|FPR1|IL1B|S100A8|S100A9|DYSF|SOCS3|NCF1,-5.7,0
1,0,-7,0,COVID268,M10,1,0,COVID,200,RNA_Wilk_CD16+Monocytes_patient-C5_Up,,-7,8.3,8.5,30337,100,400,11,2.8,0.82,929|1230|2012|2867|3684|4001|4354|8685|10894|140885|200315,CD14|CCR1|EMP1|FFAR2|ITGAM|LMNB1|MPP1|MARCO|LYVE1|SIRPA|APOBEC3A,-5.3,0
1,0,-6.9,0,COVID010,M10,1,0,COVID,200,RNA_Blanco-Melo_A549-ACE2_Up,,-6.9,4.6,7.1,30337,300,400,18,4.5,1,1959|2069|2353|2354|3383|4084|5142|5743|6347|6364|6374|7538|8870|9021|23135|23237|64651|170954,EGR2|EREG|FOS|FOSB|ICAM1|MXD1|PDE4B|PTGS2|CCL2|CCL20|CXCL5|ZFP36|IER3|SOCS3|KDM6B|ARC|CSRNP1|PPP1R18,-5.2,0
1,0,-6.9,0,COVID024,M10,1,0,COVID,200,RNA_Keller_B-cells-Infected_CD21pos_Up,,-6.9,4.6,7.1,30337,300,400,18,4.5,1,969|1268|1378|1901|2321|3142|5142|6402|6753|7852|9021|9308|56978|79865|80183|115350|117289|348938,CD69|CNR1|CR1|S1PR1|FLT1|HLX|PDE4B|SELL|SSTR3|CXCR4|SOCS3|CD83|PRDM8|TREML2|RUBCNL|FCRL1|TAGAP|NIPAL4,-5.2,0
1,1,-6.7,-4,COVID023,M11,2,0,COVID,200,RNA_Keller_B-cells-Infected_CD21pos_Down,,-6.7,4.6,7,30337,278,400,17,4.2,1,2268|3055|3162|3687|3689|3937|4542|5341|6556|7133|8875|9473|9839|10288|27128|81793|126364,FGR|HCK|HMOX1|ITGAX|ITGB2|LCP2|MYO1F|PLEK|SLC11A1|TNFRSF1B|VNN2|THEMIS2|ZEB2|LILRB2|CYTH4|TLR10|LRRC25,-5,0
1,0,-6.2,0,COVID193,M10,1,0,COVID,200,RNA_Stukalov_A549-ACE2_30h_Up,,-6.2,4.3,6.6,30337,300,400,17,4.2,1,133|1839|2069|2353|2354|3576|4084|5328|5743|5997|6347|6374|7538|8870|10938|23135|64651,ADM|HBEGF|EREG|FOS|FOSB|CXCL8|MXD1|PLAU|PTGS2|RGS2|CCL2|CXCL5|ZFP36|IER3|EHD1|KDM6B|CSRNP1,-4.6,0
1,0,-6.1,0,COVID266,M10,1,0,COVID,200,RNA_Wilk_CD16+Monocytes_patient-C4_Up,,-6.1,8.9,8,30337,77,400,9,2.2,0.74,133|366|719|929|1230|2357|3684|6279|342510,ADM|AQP9|C3AR1|CD14|CCR1|FPR1|ITGAM|S100A8|CD300E,-4.5,0
0,1,0,-5.8,COVID057,M01,1,0,COVID,200,Phosphoproteome_Bouhaddou_Vero_E6_12h_Down,,-5.8,4.8,6.5,30337,300,296,14,4.7,1.2,7799|9612|10458|23051|23187|23327|23352|26053|57186|57553|58513|79026|89796|152877,PRDM2|NCOR2|BAIAP2|ZHX3|PHLDB1|NEDD4L|UBR4|AUTS2|RALGAPA2|MICAL3|EPS15L1|AHNAK|NAV1|FAM53A,-4.2,0
1,0,-5.7,0,COVID270,M10,1,0,COVID,200,RNA_Wilk_CD16+Monocytes_patient-C6_Up,,-5.7,16,9.1,30337,29,400,6,1.5,0.61,1230|6279|8685|9021|196410|200315,CCR1|S100A8|MARCO|SOCS3|TMT1B|APOBEC3A,-4.1,0
1,0,-5.5,0,COVID050,M10,1,0,COVID,200,RNA_Wyler_Calu-3_24h_Up,,-5.5,4,6.1,30337,300,400,16,4,0.98,2069|2353|3552|3576|3624|3656|4084|5329|5743|5806|6364|7538|9473|10135|10581|64651,EREG|FOS|IL1A|CXCL8|INHBA|IRAK2|MXD1|PLAUR|PTGS2|PTX3|CCL20|ZFP36|THEMIS2|NAMPT|IFITM2|CSRNP1,-4,0
1,0,-5.2,0,COVID253,M10,1,0,COVID,200,RNA_Wilk_CD14+Monocytes_patient-C4_Down,,-5.2,7,6.9,30337,97,400,9,2.2,0.74,1441|2219|2353|2354|5997|7133|7538|7940|55911,CSF3R|FCN1|FOS|FOSB|RGS2|TNFRSF1B|ZFP36|LST1|APOBR,-3.7,0
1,0,-5.2,0,COVID208,M10,1,0,COVID,200,Proteome_Li_Urine-recovery-vs-healthy_Up,,-5.2,5.5,6.4,30337,152,400,11,2.8,0.82,929|1824|2316|3383|5329|7056|8972|10326|10894|25797|126014,CD14|DSC2|FLNA|ICAM1|PLAUR|THBD|MGAM|SIRPB1|LYVE1|QPCT|OSCAR,-3.7,0
1,1,-5.1,-2.6,COVID202,M11,2,0,COVID,200,RNA_Vanderheiden_pHAE_48h_Down,,-5.1,4.8,6.1,30337,189,400,12,3,0.85,793|929|2687|3310|5138|6324|6696|28231|55824|163071|645687|652995,CALB1|CD14|GGT5|HSPA6|PDE2A|SCN1B|SPP1|SLCO4A1|PAG1|ZNF114|LINC00520|UCA1,-3.5,0
1,1,-4.9,-3.1,COVID243,M11,2,0,COVID,200,RNA_Riva_Vero-E6_24h_Up,,-4.9,3.8,5.6,30337,300,400,15,3.8,0.95,1839|2353|3383|3552|3624|3656|5142|5209|5997|6347|7538|8870|9586|23135|64651,HBEGF|FOS|ICAM1|IL1A|INHBA|IRAK2|PDE4B|PFKFB3|RGS2|CCL2|ZFP36|IER3|CREB5|KDM6B|CSRNP1,-3.4,0
1,0,-4.9,0,COVID327,M10,1,0,COVID,200,RNA_Wilk_CD4+T-cells_patient-C4_Up,,-4.9,16,8.4,30337,24,400,5,1.2,0.56,3936|6279|6280|6402|9021,LCP1|S100A8|S100A9|SELL|SOCS3,-3.4,0
1,0,-4.8,0,COVID239,M10,1,0,COVID,200,RNA_Lieberman_Nasopharynx_Infected_vs_Neg_Up,,-4.8,11,7.5,30337,41,400,6,1.5,0.61,3937|4332|5142|8807|10135|64581,LCP2|MNDA|PDE4B|IL18RAP|NAMPT|CLEC7A,-3.3,0
1,0,-4.8,0,COVID359,M10,1,0,COVID,200,RNA_Zhang_T-cells_severe-and-moderate_Up,,-4.8,5.5,6.1,30337,139,400,10,2.5,0.78,241|963|2268|5341|5880|6279|6280|10581|83706|170954,ALOX5AP|CD53|FGR|PLEK|RAC2|S100A8|S100A9|IFITM2|FERMT3|PPP1R18,-3.3,0
1,0,-4.4,0,COVID046,M10,1,0,COVID,200,RNA_Wyler_Caco-2_24h_Up,,-4.4,6.4,6.1,30337,95,400,8,2,0.7,1959|2353|2354|3576|3853|5328|8870|64651,EGR2|FOS|FOSB|CXCL8|KRT6A|PLAU|IER3|CSRNP1,-3,0
1,1,-4.4,-3.6,COVID053,M11,2,0,COVID,200,RNA_Xiong_PBMC_Down,,-4.4,3.8,5.3,30337,257,400,13,3.2,0.89,820|1178|1960|3576|3579|4311|5743|8530|8794|9510|50486|56978|146225,CAMP|CLC|EGR3|CXCL8|CXCR2|MME|PTGS2|CST7|TNFRSF10C|ADAMTS1|G0S2|PRDM8|CMTM2,-2.9,0
1,0,-4.3,0,COVID209,M10,1,0,COVID,200,Proteome_Li_Urine-recovery-vs-healthy_Down,,-4.3,5.4,5.7,30337,126,400,9,2.2,0.74,3310|5328|6279|6280|6696|6707|54507|57817|144568,HSPA6|PLAU|S100A8|S100A9|SPP1|SPRR3|ADAMTSL4|HAMP|A2ML1,-2.9,0
1,1,-4.3,-2.5,COVID051,M11,2,0,COVID,200,RNA_Xiong_BALF_Down,,-4.3,3.5,5.1,30337,300,400,14,3.5,0.92,240|951|1839|2316|3101|3678|3684|3687|3689|4046|6556|6688|8685|126364,ALOX5|CD37|HBEGF|FLNA|HK3|ITGA5|ITGAM|ITGAX|ITGB2|LSP1|SLC11A1|SPI1|MARCO|LRRC25,-2.9,0
1,0,-3.7,0,COVID311,M10,1,0,COVID,200,RNA_Wilk_CD8+T-cells_patient-C4_Up,,-3.7,14,6.9,30337,22,400,4,1,0.5,3936|5341|6279|6280,LCP1|PLEK|S100A8|S100A9,-2.4,0
1,1,-2.2,-3.7,COVID005,M11,2,0,COVID,200,RNA_Appelberg_Huh-7_72h_Down,,-3.7,3.8,4.8,30337,300,296,11,3.7,1.1,1059|1855|3955|5493|6650|9469|11332|23187|23396|80305|161882,CENPB|DVL1|LFNG|PPL|CAPN15|CHST3|ACOT7|PHLDB1|PIP5K1C|TRABD|ZFPM1,-2.4,0
0,1,0,-3.7,COVID065,M01,1,0,COVID,200,Phosphoproteome_Bouhaddou_Vero_E6_8h_Down,,-3.7,3.8,4.8,30337,300,296,11,3.7,1.1,3983|9612|23051|23187|23327|26053|57186|57553|58513|79026|152877,ABLIM1|NCOR2|ZHX3|PHLDB1|NEDD4L|AUTS2|RALGAPA2|MICAL3|EPS15L1|AHNAK|FAM53A,-2.4,0
0,1,0,-3.7,COVID234,M01,1,0,COVID,200,Phosphoproteome_Klann_Caco-2_24h_Down,,-3.7,3.8,4.8,30337,300,296,11,3.7,1.1,1969|4298|4773|9612|10160|23327|23352|23369|57186|79026|85379,EPHA2|MLLT1|NFATC2|NCOR2|FARP1|NEDD4L|UBR4|PUM2|RALGAPA2|AHNAK|KIAA1671,-2.4,0
0,1,0,-3.7,COVID378,M01,1,0,COVID,200,Interactome_Laurent_HEK293_24h_NSP7,,-3.7,3.8,4.8,30337,300,296,11,3.7,1.1,115|1523|2314|9612|9745|10603|55229|85379|89796|113146|445815,ADCY9|CUX1|FLII|NCOR2|ZNF536|SH2B2|PANK4|KIAA1671|NAV1|AHNAK2|PALM2AKAP2,-2.4,0
1,0,-3.7,0,COVID048,M10,1,0,COVID,200,RNA_Wyler_Calu-3_12h_Up,,-3.7,3.3,4.6,30337,300,400,13,3.2,0.89,3383|3552|3576|3624|3656|5329|5743|5806|7538|8870|9473|10581|64651,ICAM1|IL1A|CXCL8|INHBA|IRAK2|PLAUR|PTGS2|PTX3|ZFP36|IER3|THEMIS2|IFITM2|CSRNP1,-2.4,0
1,0,-3.7,0,COVID221,M10,1,0,COVID,200,Proteome_Bojkova_Caco-2_24h_Up,,-3.7,9,6,30337,42,400,5,1.2,0.56,3853|3854|3861|3868|27076,KRT6A|KRT6B|KRT14|KRT16|LYPD3,-2.3,0
1,0,-3.6,0,COVID305,M10,1,0,COVID,200,RNA_Wilk_CD8+T-cells_patient-C1B-severe_Up,,-3.6,23,8,30337,10,400,3,0.75,0.43,5341|6279|6280,PLEK|S100A8|S100A9,-2.3,0
1,0,-3.5,0,COVID271,M10,1,0,COVID,200,RNA_Wilk_CD16+Monocytes_patient-C7_Up,,-3.5,12,6.3,30337,26,400,4,1,0.5,2219|6279|6280|9021,FCN1|S100A8|S100A9|SOCS3,-2.2,0
1,0,-3.3,0,COVID337,M10,1,0,COVID,200,RNA_Wilk_B-cells_patient-C1B-severe_Up,,-3.3,5.1,4.8,30337,104,400,7,1.8,0.66,2219|4317|4332|5552|6279|6280|6283,FCN1|MMP8|MNDA|SRGN|S100A8|S100A9|S100A12,-2.1,0
1,0,-3.3,0,COVID285,M10,1,0,COVID,200,RNA_Wilk_Dendritic-cells_patient-C7_Up,,-3.3,10,5.9,30337,29,400,4,1,0.5,6279|6280|6515|9021,S100A8|S100A9|SLC2A3|SOCS3,-2,0
0,1,0,-3.3,COVID047,M01,1,0,COVID,200,RNA_Wyler_Calu-3_12h_Down,,-3.3,4.4,4.6,30337,188,296,8,2.7,0.94,4330|8291|11156|79661|113146|114796|339983|389337,MN1|DYSF|PTP4A3|NEIL1|AHNAK2|PSMG3-AS1|NAT8L|ARHGEF37,-2,0
0,1,0,-3.3,COVID148,M01,1,0,COVID,200,Proteome_Stukalov_A549_72h_NSP14_Down,,-3.3,11,5.9,30337,39,296,4,1.4,0.67,218|2052|4035|10458,ALDH3A1|EPHX1|LRP1|BAIAP2,-2,0
1,1,-3.2,-2,COVID006,M11,2,0,COVID,200,RNA_Appelberg_Huh-7_72h_Up,,-3.2,3,4.1,30337,300,400,12,3,0.85,383|1441|2180|2212|2353|3240|8843|8972|9021|54518|57817|93432,ARG1|CSF3R|ACSL1|FCGR2A|FOS|HP|HCAR3|MGAM|SOCS3|APBB1IP|HAMP|MGAM2,-1.9,0
0,1,0,-3.1,COVID061,M01,1,0,COVID,200,Phosphoproteome_Bouhaddou_Vero_E6_2h_Down,,-3.1,3.4,4.2,30337,300,296,10,3.4,1.1,1609|9612|10801|23187|26053|57648|58513|79026|85379|152877,DGKQ|NCOR2|SEPTIN9|PHLDB1|AUTS2|NHSL3|EPS15L1|AHNAK|KIAA1671|FAM53A,-1.9,0
0,1,0,-3.1,COVID124,M01,1,0,COVID,200,Interactome_Stukalov_A549_72h_ORF3,,-3.1,3.4,4.2,30337,300,296,10,3.4,1.1,115|1969|2049|5361|5802|6533|8519|9902|56937|80790,ADCY9|EPHA2|EPHB3|PLXNA1|PTPRS|SLC6A6|IFITM1|MRC2|PMEPA1|CMIP,-1.9,0
1,0,-3.1,0,COVID027,M10,1,0,COVID,200,RNA_Lamers_intestinal-organoid_expansion_Down,,-3.1,3.2,4.1,30337,264,400,11,2.8,0.82,101|133|978|1308|3162|4084|5209|5265|55824|84649|652995,ADAM8|ADM|CDA|COL17A1|HMOX1|MXD1|PFKFB3|SERPINA1|PAG1|DGAT2|UCA1,-1.9,0
