_MEMBER_DEGs,_MEMBER_DMRs,_LogP_DEGs,_LogP_DMRs,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,0,-26,0,C0004623,M10,1,0,DisGeNET,35,Bacterial Infections,,-26,6.4,16,30337,616,400,52,13,1.7,133|240|728|820|838|929|2012|2212|2867|3162|3240|3383|3552|3553|3557|3576|3577|3586|3656|3684|3689|3718|4318|5008|5743|5788|5806|5880|6279|6347|6696|7099|7538|7852|8140|8685|8740|8809|8993|9021|9437|10288|54210|56729|57817|58484|64581|81793|83706|91662|114548|124599,ADM|ALOX5|C5AR1|CAMP|CASP5|CD14|EMP1|FCGR2A|FFAR2|HMOX1|HP|ICAM1|IL1A|IL1B|IL1RN|CXCL8|CXCR1|IL10|IRAK2|ITGAM|ITGB2|JAK3|MMP9|OSM|PTGS2|PTPRC|PTX3|RAC2|S100A8|CCL2|SPP1|TLR4|ZFP36|CXCR4|SLC7A5|MARCO|TNFSF14|IL18R1|PGLYRP1|SOCS3|NCR1|LILRB2|TREM1|RETN|HAMP|NLRC4|CLEC7A|TLR10|FERMT3|NLRP12|NLRP3|CD300LB,-23,0
1,0,-25,0,C0004943,M10,1,0,DisGeNET,35,Behcet Syndrome,,-25,7.1,16,30337,502,400,47,12,1.6,719|722|762|820|929|969|1230|2069|2212|2215|2316|3162|3310|3383|3552|3553|3557|3576|3577|3579|3586|3684|3687|3689|4210|4318|5265|6347|6364|6374|6402|6556|6696|7056|7099|7133|9021|9051|9308|9839|23569|25797|51311|54210|56729|64581|114548,C3AR1|C4BPA|CA4|CAMP|CD14|CD69|CCR1|EREG|FCGR2A|FCGR3B|FLNA|HMOX1|HSPA6|ICAM1|IL1A|IL1B|IL1RN|CXCL8|CXCR1|CXCR2|IL10|ITGAM|ITGAX|ITGB2|MEFV|MMP9|SERPINA1|CCL2|CCL20|CXCL5|SELL|SLC11A1|SPP1|THBD|TLR4|TNFRSF1B|SOCS3|PSTPIP1|CD83|ZEB2|PADI4|QPCT|TLR8|TREM1|RETN|CLEC7A|NLRP3,-22,0
1,0,-25,0,C0037274,M10,1,0,DisGeNET,35,Dermatologic disorders,,-25,6.3,15,30337,615,400,51,13,1.7,654|820|929|943|944|1308|1824|1830|2204|2212|2353|2354|3162|3290|3552|3553|3557|3576|3579|3586|3689|3718|3853|3861|3868|4210|4318|4973|5142|5209|5265|5650|5653|5743|5806|6279|6347|6364|6374|6699|6707|7099|7130|8740|8870|9308|10804|25818|84651|374918|100049587,BMP6|CAMP|CD14|TNFRSF8|TNFSF8|COL17A1|DSC2|DSG3|FCAR|FCGR2A|FOS|FOSB|HMOX1|HSD11B1|IL1A|IL1B|IL1RN|CXCL8|CXCR2|IL10|ITGB2|JAK3|KRT6A|KRT14|KRT16|MEFV|MMP9|OLR1|PDE4B|PFKFB3|SERPINA1|KLK7|KLK6|PTGS2|PTX3|S100A8|CCL2|CCL20|CXCL5|SPRR1B|SPRR3|TLR4|TNFAIP6|TNFSF14|IER3|CD83|GJB6|KLK5|SPINK7|IGFL1|SIGLEC14,-22,0
1,0,-23,0,C0242966,M10,1,0,DisGeNET,35,Systemic Inflammatory Response Syndrome,,-23,12,18,30337,185,400,30,7.5,1.3,133|728|929|2357|3162|3240|3383|3552|3553|3557|3576|3577|3586|3689|4210|5265|5473|5806|6347|6402|6696|7056|7099|7133|7462|10603|23237|23569|23601|114548,ADM|C5AR1|CD14|FPR1|HMOX1|HP|ICAM1|IL1A|IL1B|IL1RN|CXCL8|CXCR1|IL10|ITGB2|MEFV|SERPINA1|PPBP|PTX3|CCL2|SELL|SPP1|THBD|TLR4|TNFRSF1B|LAT2|SH2B2|ARC|PADI4|CLEC5A|NLRP3,-20,0
1,1,-23,-2.7,C0376618,M11,2,0,DisGeNET,35,Endotoxemia,,-23,7.6,15,30337,401,400,40,10,1.5,133|240|383|728|820|929|2069|2353|2354|2866|3162|3240|3383|3552|3553|3557|3576|3586|3684|3689|4146|4311|4317|4318|5023|5142|5209|5743|5806|6279|6283|6347|7056|7099|7852|9021|9510|53831|54210|114548,ADM|ALOX5|ARG1|C5AR1|CAMP|CD14|EREG|FOS|FOSB|GPR42|HMOX1|HP|ICAM1|IL1A|IL1B|IL1RN|CXCL8|IL10|ITGAM|ITGB2|MATN1|MME|MMP8|MMP9|P2RX1|PDE4B|PFKFB3|PTGS2|PTX3|S100A8|S100A12|CCL2|THBD|TLR4|CXCR4|SOCS3|ADAMTS1|GPR84|TREM1|NLRP3,-20,0
1,0,-22,0,C0024530,M10,1,0,DisGeNET,35,Malaria,,-22,5.6,14,30337,683,400,50,12,1.7,240|929|969|1118|1378|1903|1960|2012|2015|2212|2215|2321|2866|3162|3240|3290|3383|3552|3553|3557|3576|3586|3684|3687|3689|3860|4050|4210|4318|5341|5743|5788|6347|6374|6556|6696|7056|7099|7133|7852|8809|8875|10938|51311|54210|57817|91662|114548|285852|653361,ALOX5|CD14|CD69|CHIT1|CR1|S1PR3|EGR3|EMP1|ADGRE1|FCGR2A|FCGR3B|FLT1|GPR42|HMOX1|HP|HSD11B1|ICAM1|IL1A|IL1B|IL1RN|CXCL8|IL10|ITGAM|ITGAX|ITGB2|KRT13|LTB|MEFV|MMP9|PLEK|PTGS2|PTPRC|CCL2|CXCL5|SLC11A1|SPP1|THBD|TLR4|TNFRSF1B|CXCR4|IL18R1|VNN2|EHD1|TLR8|TREM1|HAMP|NLRP12|NLRP3|TREML4|NCF1,-19,0
1,1,-22,-2.3,C0031090,M11,2,0,DisGeNET,35,Periodontal Diseases,,-22,8.4,15,30337,326,400,36,9,1.4,133|240|820|929|1230|2215|2357|3383|3552|3553|3557|3576|3577|3586|3689|4317|4318|5328|5743|5806|6283|6347|6354|6364|6402|6696|7099|7133|7852|8809|9595|11240|23569|54210|58484|114548,ADM|ALOX5|CAMP|CD14|CCR1|FCGR3B|FPR1|ICAM1|IL1A|IL1B|IL1RN|CXCL8|CXCR1|IL10|ITGB2|MMP8|MMP9|PLAU|PTGS2|PTX3|S100A12|CCL2|CCL7|CCL20|SELL|SPP1|TLR4|TNFRSF1B|CXCR4|IL18R1|CYTIP|PADI2|PADI4|TREM1|NLRC4|NLRP3,-19,0
1,0,-22,0,C2717865,M10,1,0,DisGeNET,35,Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis,,-22,19,20,30337,86,400,22,5.5,1.1,728|820|1901|2212|3290|3552|3553|3557|3586|3684|5265|6279|6347|6364|7099|7133|23135|54210|57126|57817|114548|653361,C5AR1|CAMP|S1PR1|FCGR2A|HSD11B1|IL1A|IL1B|IL1RN|IL10|ITGAM|SERPINA1|S100A8|CCL2|CCL20|TLR4|TNFRSF1B|KDM6B|TREM1|CD177|HAMP|NLRP3|NCF1,-19,0
1,0,-21,0,C0041327,M10,1,0,DisGeNET,35,"Tuberculosis, Pulmonary",,-21,7.8,15,30337,358,400,37,9.2,1.4,240|820|929|1378|2069|2212|2215|3162|3290|3383|3552|3553|3557|3576|3586|3598|3687|4318|5023|5806|6283|6347|6364|6402|6556|7056|7099|7852|8685|23135|26253|29986|51311|54210|56729|57817|114548,ALOX5|CAMP|CD14|CR1|EREG|FCGR2A|FCGR3B|HMOX1|HSD11B1|ICAM1|IL1A|IL1B|IL1RN|CXCL8|IL10|IL13RA2|ITGAX|MMP9|P2RX1|PTX3|S100A12|CCL2|CCL20|SELL|SLC11A1|THBD|TLR4|CXCR4|MARCO|KDM6B|CLEC4E|SLC39A2|TLR8|TREM1|RETN|HAMP|NLRP3,-19,0
1,0,-21,0,C0017661,M10,1,0,DisGeNET,35,IGA Glomerulonephritis,,-21,6.8,14,30337,456,400,41,10,1.5,133|240|722|728|929|951|1268|2204|2212|2215|2353|2354|3162|3383|3552|3553|3557|3576|3579|3586|3684|3687|3718|4210|4318|5328|5788|5806|6347|6364|6402|6696|7099|7133|7439|7454|7850|8740|54331|81793|114548,ADM|ALOX5|C4BPA|C5AR1|CD14|CD37|CNR1|FCAR|FCGR2A|FCGR3B|FOS|FOSB|HMOX1|ICAM1|IL1A|IL1B|IL1RN|CXCL8|CXCR2|IL10|ITGAM|ITGAX|JAK3|MEFV|MMP9|PLAU|PTPRC|PTX3|CCL2|CCL20|SELL|SPP1|TLR4|TNFRSF1B|BEST1|WAS|IL1R2|TNFSF14|GNG2|TLR10|NLRP3,-19,0
1,0,-21,0,C0017658,M10,1,0,DisGeNET,35,Glomerulonephritis,,-21,7.4,15,30337,391,400,38,9.5,1.5,133|240|241|719|728|1378|1839|2204|2212|2215|2353|2354|3383|3552|3553|3557|3576|3586|3684|3689|4210|4318|5265|5997|6279|6280|6347|6354|6402|6696|7056|7099|7133|7852|9473|23569|27036|114548,ADM|ALOX5|ALOX5AP|C3AR1|C5AR1|CR1|HBEGF|FCAR|FCGR2A|FCGR3B|FOS|FOSB|ICAM1|IL1A|IL1B|IL1RN|CXCL8|IL10|ITGAM|ITGB2|MEFV|MMP9|SERPINA1|RGS2|S100A8|S100A9|CCL2|CCL7|SELL|SPP1|THBD|TLR4|TNFRSF1B|CXCR4|THEMIS2|PADI4|SIGLEC7|NLRP3,-18,0
1,0,-21,0,C0026691,M10,1,0,DisGeNET,35,Mucocutaneous Lymph Node Syndrome,,-21,7.6,15,30337,370,400,37,9.2,1.4,133|929|2212|2215|2219|2321|3162|3240|3383|3552|3553|3557|3576|3586|4210|4318|4973|5138|5265|5743|5806|6279|6280|6283|6347|6556|7056|7099|9021|56729|57126|57580|57817|58484|64581|91662|114548,ADM|CD14|FCGR2A|FCGR3B|FCN1|FLT1|HMOX1|HP|ICAM1|IL1A|IL1B|IL1RN|CXCL8|IL10|MEFV|MMP9|OLR1|PDE2A|SERPINA1|PTGS2|PTX3|S100A8|S100A9|S100A12|CCL2|SLC11A1|THBD|TLR4|SOCS3|RETN|CD177|PREX1|HAMP|NLRC4|CLEC7A|NLRP12|NLRP3,-18,0
1,0,-20,0,C0027430,M10,1,0,DisGeNET,35,Nasal Polyps,,-20,6.4,14,30337,484,400,41,10,1.5,240|929|943|944|969|1118|1178|1230|2012|2069|2353|2354|3290|3383|3552|3553|3576|3586|3598|3687|4318|5008|5328|5743|5788|6279|6280|6347|6354|6364|6696|7056|7099|7133|7850|8809|9021|9173|9308|10763|54210,ALOX5|CD14|TNFRSF8|TNFSF8|CD69|CHIT1|CLC|CCR1|EMP1|EREG|FOS|FOSB|HSD11B1|ICAM1|IL1A|IL1B|CXCL8|IL10|IL13RA2|ITGAX|MMP9|OSM|PLAU|PTGS2|PTPRC|S100A8|S100A9|CCL2|CCL7|CCL20|SPP1|THBD|TLR4|TNFRSF1B|IL1R2|IL18R1|SOCS3|IL1RL1|CD83|NES|TREM1,-18,0
1,0,-20,0,C0018133,M10,1,0,DisGeNET,35,Graft-vs-Host Disease,,-20,6.6,14,30337,447,400,39,9.8,1.5,240|383|597|728|820|929|1839|2215|2867|3240|3383|3552|3553|3557|3576|3586|3684|3687|3689|3718|5265|5743|5788|6279|6280|6347|6374|6402|6696|6699|7056|7099|7133|8740|8809|10135|81793|114548|171389,ALOX5|ARG1|BCL2A1|C5AR1|CAMP|CD14|HBEGF|FCGR3B|FFAR2|HP|ICAM1|IL1A|IL1B|IL1RN|CXCL8|IL10|ITGAM|ITGAX|ITGB2|JAK3|SERPINA1|PTGS2|PTPRC|S100A8|S100A9|CCL2|CXCL5|SELL|SPP1|SPRR1B|THBD|TLR4|TNFRSF1B|TNFSF14|IL18R1|NAMPT|TLR10|NLRP3|NLRP6,-17,0
1,0,-20,0,C0018213,M10,1,0,DisGeNET,35,Graves Disease,,-20,5.7,13,30337,585,400,44,11,1.6,820|929|943|2212|2215|2316|2321|2866|3383|3552|3553|3557|3576|3586|3640|3684|3689|4050|4318|5788|5880|6280|6283|6364|6402|6503|6696|7099|7133|7439|7852|7940|8807|8809|9021|9173|9308|10135|10603|25797|51311|60675|81793|115350,CAMP|CD14|TNFRSF8|FCGR2A|FCGR3B|FLNA|FLT1|GPR42|ICAM1|IL1A|IL1B|IL1RN|CXCL8|IL10|INSL3|ITGAM|ITGB2|LTB|MMP9|PTPRC|RAC2|S100A9|S100A12|CCL20|SELL|SLA|SPP1|TLR4|TNFRSF1B|BEST1|CXCR4|LST1|IL18RAP|IL18R1|SOCS3|IL1RL1|CD83|NAMPT|SH2B2|QPCT|TLR8|PROK2|TLR10|FCRL1,-17,0
1,0,-20,0,C0042029,M10,1,0,DisGeNET,35,Urinary tract infection,,-20,10,16,30337,219,400,29,7.2,1.3,133|820|2012|2212|3383|3552|3553|3557|3576|3577|3579|3586|3684|4210|4318|4589|5209|5328|5743|5806|6347|6364|6688|7099|7852|54210|57817|58484|114548,ADM|CAMP|EMP1|FCGR2A|ICAM1|IL1A|IL1B|IL1RN|CXCL8|CXCR1|CXCR2|IL10|ITGAM|MEFV|MMP9|MUC7|PFKFB3|PLAU|PTGS2|PTX3|CCL2|CCL20|SPI1|TLR4|CXCR4|TREM1|HAMP|NLRC4|NLRP3,-17,0
1,0,-20,0,C0037284,M10,1,0,DisGeNET,35,Skin lesion,,-20,5.8,13,30337,563,400,43,11,1.5,133|240|383|654|728|820|838|929|943|969|1230|1308|1830|2215|2316|3383|3552|3553|3576|3586|3684|3687|3868|4311|4318|5743|5788|5806|6279|6280|6347|6364|6615|6696|6698|6707|7099|9173|10894|11240|51311|114548|200315,ADM|ALOX5|ARG1|BMP6|C5AR1|CAMP|CASP5|CD14|TNFRSF8|CD69|CCR1|COL17A1|DSG3|FCGR3B|FLNA|ICAM1|IL1A|IL1B|CXCL8|IL10|ITGAM|ITGAX|KRT16|MME|MMP9|PTGS2|PTPRC|PTX3|S100A8|S100A9|CCL2|CCL20|SNAI1|SPP1|SPRR1A|SPRR3|TLR4|IL1RL1|LYVE1|PADI2|TLR8|NLRP3|APOBEC3A,-17,0
1,0,-20,0,C0876973,M10,1,0,DisGeNET,35,Infectious Lung Disorder,,-20,11,16,30337,185,400,27,6.8,1.3,929|969|1118|2357|3240|3552|3553|3576|3577|3586|3684|3689|5008|5265|5806|5880|6347|7099|7852|8685|9021|23569|54210|64581|91662|114548|114771,CD14|CD69|CHIT1|FPR1|HP|IL1A|IL1B|CXCL8|CXCR1|IL10|ITGAM|ITGB2|OSM|SERPINA1|PTX3|RAC2|CCL2|TLR4|CXCR4|MARCO|SOCS3|PADI4|TREM1|CLEC7A|NLRP12|NLRP3|PGLYRP3,-17,0
1,0,-20,0,C0266929,M10,1,0,DisGeNET,35,Chronic Periodontitis,,-20,8.5,15,30337,287,400,32,8,1.4,101|820|929|1308|2015|2212|2321|3383|3552|3553|3557|3576|3586|4210|4317|4318|4589|5008|5743|5806|6279|6347|7099|7133|7850|7852|8778|8794|8993|56729|57817|114548,ADAM8|CAMP|CD14|COL17A1|ADGRE1|FCGR2A|FLT1|ICAM1|IL1A|IL1B|IL1RN|CXCL8|IL10|MEFV|MMP8|MMP9|MUC7|OSM|PTGS2|PTX3|S100A8|CCL2|TLR4|TNFRSF1B|IL1R2|CXCR4|SIGLEC5|TNFRSF10C|PGLYRP1|RETN|HAMP|NLRP3,-17,0
1,0,-19,0,C1290884,M10,1,0,DisGeNET,35,Inflammatory disorder,,-19,7,14,30337,391,400,36,9,1.4,820|969|1441|2867|3162|3240|3383|3552|3553|3557|3576|3586|3678|4210|5743|5806|6279|6283|6347|6364|6515|6696|7099|7538|7852|8477|23135|23237|23533|54210|56729|57817|58484|64581|114548|117289,CAMP|CD69|CSF3R|FFAR2|HMOX1|HP|ICAM1|IL1A|IL1B|IL1RN|CXCL8|IL10|ITGA5|MEFV|PTGS2|PTX3|S100A8|S100A12|CCL2|CCL20|SLC2A3|SPP1|TLR4|ZFP36|CXCR4|GPR65|KDM6B|ARC|PIK3R5|TREM1|RETN|HAMP|NLRC4|CLEC7A|NLRP3|TAGAP,-17,0
1,0,-19,0,C4048329,M10,1,0,DisGeNET,35,Immunosuppression,,-19,5.3,13,30337,632,400,44,11,1.6,240|383|929|943|969|2012|2358|3162|3383|3385|3552|3553|3557|3576|3577|3579|3586|3684|3687|3689|3718|4317|4318|5743|6280|6347|6374|6696|7099|7130|7439|7852|8809|9021|9308|9586|10288|23569|23601|25797|54210|57126|64581|114548,ALOX5|ARG1|CD14|TNFRSF8|CD69|EMP1|FPR2|HMOX1|ICAM1|ICAM3|IL1A|IL1B|IL1RN|CXCL8|CXCR1|CXCR2|IL10|ITGAM|ITGAX|ITGB2|JAK3|MMP8|MMP9|PTGS2|S100A9|CCL2|CXCL5|SPP1|TLR4|TNFAIP6|BEST1|CXCR4|IL18R1|SOCS3|CD83|CREB5|LILRB2|PADI4|CLEC5A|QPCT|TREM1|CD177|CLEC7A|NLRP3,-16,0
