"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0031279","GO:0031279","regulation of cyclase activity","3/101","90/21069",0.00929265494257531,0.342228994953366,0.325286448955255,"RD3/GRM2/ACR",3
"GO:0003299","GO:0003299","muscle hypertrophy in response to stress","2/101","31/21069",0.00966468559245566,0.342228994953366,0.325286448955255,"MYH6/MYH7",2
"GO:0014887","GO:0014887","cardiac muscle adaptation","2/101","31/21069",0.00966468559245566,0.342228994953366,0.325286448955255,"MYH6/MYH7",2
"GO:0014898","GO:0014898","cardiac muscle hypertrophy in response to stress","2/101","31/21069",0.00966468559245566,0.342228994953366,0.325286448955255,"MYH6/MYH7",2
"GO:0031280","GO:0031280","negative regulation of cyclase activity","2/101","31/21069",0.00966468559245566,0.342228994953366,0.325286448955255,"RD3/GRM2",2
"GO:0002548","GO:0002548","monocyte chemotaxis","3/101","94/21069",0.0104583240070772,0.35226696228716,0.334827472062265,"CCL16/CCL5/CCL25",3
"GO:0051591","GO:0051591","response to cAMP","3/101","94/21069",0.0104583240070772,0.35226696228716,0.334827472062265,"REN/DUOX2/AQP8",3
"GO:0042445","GO:0042445","hormone metabolic process","5/101","277/21069",0.0107810116249871,0.354489929859695,0.336940388379923,"REN/DUOX2/BCO1/DHRS2/CYP26A1",5
"GO:0051350","GO:0051350","negative regulation of lyase activity","2/101","34/21069",0.0115519131515937,0.371004466566299,0.352637348838123,"RD3/GRM2",2
"GO:0070098","GO:0070098","chemokine-mediated signaling pathway","3/101","104/21069",0.0137294871029067,0.430918674752593,0.409585416682407,"CCL16/CCL5/CCL25",3
"GO:0036336","GO:0036336","dendritic cell migration","2/101","38/21069",0.0142975544164759,0.434990986876415,0.413456123049575,"CCL5/ASB2",2
"GO:0070252","GO:0070252","actin-mediated cell contraction","3/101","107/21069",0.0148117032870466,0.434990986876415,0.413456123049575,"MYH6/TNNC1/MYH7",3
"GO:0007200","GO:0007200","phospholipase C-activating G protein-coupled receptor signaling pathway","3/101","108/21069",0.0151828844189934,0.434990986876415,0.413456123049575,"FFAR4/TRHR/NMUR1",3
"GO:0001654","GO:0001654","eye development","6/101","422/21069",0.0160409745582045,0.434990986876415,0.413456123049575,"MFRP/RD3/SIX6/OPN4/PITX3/USH1C",6
"GO:0044070","GO:0044070","regulation of anion transport","3/101","111/21069",0.0163278697141496,0.434990986876415,0.413456123049575,"CYP4A11/GRM2/ABCB11",3
"GO:1990868","GO:1990868","response to chemokine","3/101","112/21069",0.0167200361030322,0.434990986876415,0.413456123049575,"CCL16/CCL5/CCL25",3
"GO:1990869","GO:1990869","cellular response to chemokine","3/101","112/21069",0.0167200361030322,0.434990986876415,0.413456123049575,"CCL16/CCL5/CCL25",3
"GO:0150063","GO:0150063","visual system development","6/101","426/21069",0.0167259164900217,0.434990986876415,0.413456123049575,"MFRP/RD3/SIX6/OPN4/PITX3/USH1C",6
"GO:0055001","GO:0055001","muscle cell development","4/101","204/21069",0.0168118484960553,0.434990986876415,0.413456123049575,"MYH6/LMOD1/ASB2/MYH7",4
"GO:0048839","GO:0048839","inner ear development","4/101","205/21069",0.0170848921384196,0.434990986876415,0.413456123049575,"C1QTNF5/CHRNA9/ESRRB/USH1C",4
"GO:0008217","GO:0008217","regulation of blood pressure","4/101","207/21069",0.0176392877978777,0.434990986876415,0.413456123049575,"MYH6/CYP4A11/TAC3/REN",4
"GO:0043270","GO:0043270","positive regulation of ion transport","5/101","315/21069",0.0178842097365316,0.434990986876415,0.413456123049575,"CCL5/PIRT/CYP4A11/KCNC2/ABCB11",5
"GO:0006631","GO:0006631","fatty acid metabolic process","6/101","434/21069",0.018156047565715,0.434990986876415,0.413456123049575,"CYP2A13/CYP4A11/CYP4Z1/ACSM5/CYP4A22/ABCB11",6
"GO:0048880","GO:0048880","sensory system development","6/101","439/21069",0.0190914141869787,0.434990986876415,0.413456123049575,"MFRP/RD3/SIX6/OPN4/PITX3/USH1C",6
"GO:0002027","GO:0002027","regulation of heart rate","3/101","119/21069",0.0196128566309093,0.434990986876415,0.413456123049575,"MYH6/GJD3/MYH7",3
"GO:0042462","GO:0042462","eye photoreceptor cell development","2/101","45/21069",0.0197032512009668,0.434990986876415,0.413456123049575,"MFRP/USH1C",2
"GO:0030593","GO:0030593","neutrophil chemotaxis","3/101","121/21069",0.0204869650345329,0.434990986876415,0.413456123049575,"CCL16/CCL5/CCL25",3
"GO:0045214","GO:0045214","sarcomere organization","2/101","46/21069",0.0205353295248698,0.434990986876415,0.413456123049575,"MYH6/MYH7",2
"GO:0045494","GO:0045494","photoreceptor cell maintenance","2/101","46/21069",0.0205353295248698,0.434990986876415,0.413456123049575,"ESRRB/USH1C",2
"GO:0010927","GO:0010927","cellular component assembly involved in morphogenesis","3/101","123/21069",0.0213822663907971,0.434990986876415,0.413456123049575,"MYH6/LMOD1/MYH7",3
"GO:0003206","GO:0003206","cardiac chamber morphogenesis","3/101","127/21069",0.0232364892974573,0.434990986876415,0.413456123049575,"MYH6/TNNC1/MYH7",3
"GO:0003231","GO:0003231","cardiac ventricle development","3/101","129/21069",0.0241954150121935,0.434990986876415,0.413456123049575,"MYH6/TNNC1/MYH7",3
"GO:0043500","GO:0043500","muscle adaptation","3/101","130/21069",0.0246828291851085,0.434990986876415,0.413456123049575,"MYH6/TNNC1/MYH7",3
"GO:0046683","GO:0046683","response to organophosphorus","3/101","132/21069",0.0256735525566249,0.434990986876415,0.413456123049575,"REN/DUOX2/AQP8",3
"GO:0072329","GO:0072329","monocarboxylic acid catabolic process","3/101","132/21069",0.0256735525566249,0.434990986876415,0.413456123049575,"CYP4A11/CYP26A1/ABCB11",3
"GO:0098586","GO:0098586","cellular response to virus","3/101","132/21069",0.0256735525566249,0.434990986876415,0.413456123049575,"CCL5/VWCE/IFI6",3
"GO:0006775","GO:0006775","fat-soluble vitamin metabolic process","2/101","53/21069",0.0267568577225013,0.434990986876415,0.413456123049575,"BCO1/CYP26A1",2
"GO:0007601","GO:0007601","visual perception","4/101","238/21069",0.0276888945326378,0.434990986876415,0.413456123049575,"MFRP/RD3/SIX6/OPN4",4
"GO:0003009","GO:0003009","skeletal muscle contraction","2/101","54/21069",0.0277005382537071,0.434990986876415,0.413456123049575,"TNNC1/MYH7",2
"GO:0071347","GO:0071347","cellular response to interleukin-1","3/101","136/21069",0.0277185130229816,0.434990986876415,0.413456123049575,"CCL16/CCL5/CCL25",3
"GO:0009615","GO:0009615","response to virus","6/101","479/21069",0.0277841686852153,0.434990986876415,0.413456123049575,"CCL5/VWCE/IFI27/DUOX2/IFI6/CD207",6
"GO:0043583","GO:0043583","ear development","4/101","240/21069",0.0284334386644106,0.434990986876415,0.413456123049575,"C1QTNF5/CHRNA9/ESRRB/USH1C",4
"GO:0042220","GO:0042220","response to cocaine","2/101","56/21069",0.0296275805006565,0.434990986876415,0.413456123049575,"GRM2/PITX3",2
"GO:0010518","GO:0010518","positive regulation of phospholipase activity","2/101","57/21069",0.0306106508008745,0.434990986876415,0.413456123049575,"CCL5/NMUR1",2
"GO:0007517","GO:0007517","muscle organ development","5/101","364/21069",0.030880202989115,0.434990986876415,0.413456123049575,"MYH6/CNTFR/TNNC1/ASB2/MYH7",5
"GO:0001754","GO:0001754","eye photoreceptor cell differentiation","2/101","58/21069",0.0316065613891627,0.434990986876415,0.413456123049575,"MFRP/USH1C",2
"GO:0070372","GO:0070372","regulation of ERK1 and ERK2 cascade","5/101","368/21069",0.0321472999983778,0.434990986876415,0.413456123049575,"CCL16/CCL5/FFAR4/CHRNA9/CCL25",5
"GO:0043010","GO:0043010","camera-type eye development","5/101","369/21069",0.0324691037664641,0.434990986876415,0.413456123049575,"MFRP/RD3/OPN4/PITX3/USH1C",5
"GO:0042908","GO:0042908","xenobiotic transport","2/101","59/21069",0.0326151692185556,0.434990986876415,0.413456123049575,"NR1I2/ABCB11",2
"GO:0071621","GO:0071621","granulocyte chemotaxis","3/101","145/21069",0.0326281882375026,0.434990986876415,0.413456123049575,"CCL16/CCL5/CCL25",3
"GO:0048738","GO:0048738","cardiac muscle tissue development","4/101","251/21069",0.0327413787703805,0.434990986876415,0.413456123049575,"MYH6/TNNC1/ASB2/MYH7",4
"GO:0014074","GO:0014074","response to purine-containing compound","3/101","146/21069",0.0331999552893787,0.434990986876415,0.413456123049575,"REN/DUOX2/AQP8",3
"GO:0060048","GO:0060048","cardiac muscle contraction","3/101","146/21069",0.0331999552893787,0.434990986876415,0.413456123049575,"MYH6/TNNC1/MYH7",3
"GO:1990266","GO:1990266","neutrophil migration","3/101","146/21069",0.0331999552893787,0.434990986876415,0.413456123049575,"CCL16/CCL5/CCL25",3
"GO:0006936","GO:0006936","muscle contraction","5/101","372/21069",0.0334466337620291,0.434990986876415,0.413456123049575,"MYH6/NMUR1/LMOD1/TNNC1/MYH7",5
"GO:0071674","GO:0071674","mononuclear cell migration","4/101","253/21069",0.0335635503928616,0.434990986876415,0.413456123049575,"CCL16/CCL5/CCL25/ASB2",4
"GO:0006749","GO:0006749","glutathione metabolic process","2/101","60/21069",0.0336363322943534,0.434990986876415,0.413456123049575,"GSTA2/GSTM5",2
"GO:0042461","GO:0042461","photoreceptor cell development","2/101","60/21069",0.0336363322943534,0.434990986876415,0.413456123049575,"MFRP/USH1C",2
"GO:1903793","GO:1903793","positive regulation of anion transport","2/101","60/21069",0.0336363322943534,0.434990986876415,0.413456123049575,"CYP4A11/ABCB11",2
"GO:0050982","GO:0050982","detection of mechanical stimulus","2/101","61/21069",0.0346699096674855,0.434990986876415,0.413456123049575,"CHRNA9/PKD1L2",2
"GO:0072676","GO:0072676","lymphocyte migration","3/101","151/21069",0.0361370277356549,0.434990986876415,0.413456123049575,"CCL16/CCL5/CCL25",3
"GO:0009581","GO:0009581","detection of external stimulus","3/101","153/21069",0.0373482171439108,0.434990986876415,0.413456123049575,"CHRNA9/PKD1L2/OPN4",3
"GO:0071346","GO:0071346","cellular response to interferon-gamma","3/101","154/21069",0.0379615685347971,0.434990986876415,0.413456123049575,"CCL16/CCL5/CCL25",3
"GO:0003007","GO:0003007","heart morphogenesis","4/101","264/21069",0.0383007547897981,0.434990986876415,0.413456123049575,"MYH6/TNNC1/ASB2/MYH7",4
"GO:0060047","GO:0060047","heart contraction","4/101","265/21069",0.0387495150302983,0.434990986876415,0.413456123049575,"MYH6/GJD3/TNNC1/MYH7",4
"GO:0046395","GO:0046395","carboxylic acid catabolic process","4/101","266/21069",0.0392012974146149,0.434990986876415,0.413456123049575,"CYP4A11/DAO/CYP26A1/ABCB11",4
"GO:0009582","GO:0009582","detection of abiotic stimulus","3/101","156/21069",0.0392037375982925,0.434990986876415,0.413456123049575,"CHRNA9/PKD1L2/OPN4",3
"GO:0014706","GO:0014706","striated muscle tissue development","4/101","268/21069",0.0401139311939801,0.434990986876415,0.413456123049575,"MYH6/TNNC1/ASB2/MYH7",4
"GO:0070371","GO:0070371","ERK1 and ERK2 cascade","5/101","393/21069",0.0408038463977712,0.434990986876415,0.413456123049575,"CCL16/CCL5/FFAR4/CHRNA9/CCL25",5
"GO:0016054","GO:0016054","organic acid catabolic process","4/101","270/21069",0.0410386601940482,0.434990986876415,0.413456123049575,"CYP4A11/DAO/CYP26A1/ABCB11",4
"GO:0046883","GO:0046883","regulation of hormone secretion","4/101","271/21069",0.0415055611970461,0.434990986876415,0.413456123049575,"CCL5/FFAR4/UCN3/REN",4
"GO:0010517","GO:0010517","regulation of phospholipase activity","2/101","68/21069",0.0422409284345086,0.434990986876415,0.413456123049575,"CCL5/NMUR1",2
"GO:0046456","GO:0046456","icosanoid biosynthetic process","2/101","68/21069",0.0422409284345086,0.434990986876415,0.413456123049575,"CYP4A11/CYP4A22",2
"GO:0050879","GO:0050879","multicellular organismal movement","2/101","68/21069",0.0422409284345086,0.434990986876415,0.413456123049575,"TNNC1/MYH7",2
"GO:0050881","GO:0050881","musculoskeletal movement","2/101","68/21069",0.0422409284345086,0.434990986876415,0.413456123049575,"TNNC1/MYH7",2
"GO:0045761","GO:0045761","regulation of adenylate cyclase activity","2/101","69/21069",0.043368869335651,0.434990986876415,0.413456123049575,"GRM2/ACR",2
"GO:0070374","GO:0070374","positive regulation of ERK1 and ERK2 cascade","4/101","275/21069",0.0434034103331033,0.434990986876415,0.413456123049575,"CCL16/CCL5/FFAR4/CCL25",4
"GO:0003015","GO:0003015","heart process","4/101","276/21069",0.043885433210895,0.434990986876415,0.413456123049575,"MYH6/GJD3/TNNC1/MYH7",4
"GO:0060193","GO:0060193","positive regulation of lipase activity","2/101","70/21069",0.0445080019697263,0.434990986876415,0.413456123049575,"CCL5/NMUR1",2
"GO:0032368","GO:0032368","regulation of lipid transport","3/101","165/21069",0.0450466407801967,0.434990986876415,0.413456123049575,"CYP4A11/PRAP1/REN",3
"GO:0019083","GO:0019083","viral transcription","2/101","71/21069",0.0456581954873281,0.434990986876415,0.413456123049575,"CCL5/TRIM31",2
"GO:0070555","GO:0070555","response to interleukin-1","3/101","167/21069",0.0464007809121319,0.434990986876415,0.413456123049575,"CCL16/CCL5/CCL25",3
"GO:0001865","GO:0001865","NK T cell differentiation","1/101","10/21069",0.0469265342670788,0.434990986876415,0.413456123049575,"ZNF683",1
"GO:0002315","GO:0002315","marginal zone B cell differentiation","1/101","10/21069",0.0469265342670788,0.434990986876415,0.413456123049575,"CDH17",1
"GO:0002692","GO:0002692","negative regulation of cellular extravasation","1/101","10/21069",0.0469265342670788,0.434990986876415,0.413456123049575,"CCL25",1
"GO:0002778","GO:0002778","antibacterial peptide production","1/101","10/21069",0.0469265342670788,0.434990986876415,0.413456123049575,"LGALS4",1
"GO:0007341","GO:0007341","penetration of zona pellucida","1/101","10/21069",0.0469265342670788,0.434990986876415,0.413456123049575,"ACR",1
"GO:0010533","GO:0010533","regulation of activation of Janus kinase activity","1/101","10/21069",0.0469265342670788,0.434990986876415,0.413456123049575,"CCL5",1
"GO:0030809","GO:0030809","negative regulation of nucleotide biosynthetic process","1/101","10/21069",0.0469265342670788,0.434990986876415,0.413456123049575,"RD3",1
"GO:0048387","GO:0048387","negative regulation of retinoic acid receptor signaling pathway","1/101","10/21069",0.0469265342670788,0.434990986876415,0.413456123049575,"CYP26A1",1
"GO:0070091","GO:0070091","glucagon secretion","1/101","10/21069",0.0469265342670788,0.434990986876415,0.413456123049575,"FFAR4",1
"GO:0070092","GO:0070092","regulation of glucagon secretion","1/101","10/21069",0.0469265342670788,0.434990986876415,0.413456123049575,"FFAR4",1
"GO:0097267","GO:0097267","omega-hydroxylase P450 pathway","1/101","10/21069",0.0469265342670788,0.434990986876415,0.413456123049575,"CYP4A11",1
"GO:1900372","GO:1900372","negative regulation of purine nucleotide biosynthetic process","1/101","10/21069",0.0469265342670788,0.434990986876415,0.413456123049575,"RD3",1
"GO:2000503","GO:2000503","positive regulation of natural killer cell chemotaxis","1/101","10/21069",0.0469265342670788,0.434990986876415,0.413456123049575,"CCL5",1
"GO:0007605","GO:0007605","sensory perception of sound","3/101","169/21069",0.0477749707740465,0.434990986876415,0.413456123049575,"CHRNA9/MYO1A/USH1C",3
"GO:0009636","GO:0009636","response to toxic substance","4/101","286/21069",0.048871841863355,0.434990986876415,0.413456123049575,"CCL5/KCNC2/DUOX2/DHRS2",4
"GO:0003205","GO:0003205","cardiac chamber development","3/101","171/21069",0.0491691059685578,0.434990986876415,0.413456123049575,"MYH6/TNNC1/MYH7",3
"GO:0046530","GO:0046530","photoreceptor cell differentiation","2/101","74/21069",0.0491738474369943,0.434990986876415,0.413456123049575,"MFRP/USH1C",2
"GO:0034754","GO:0034754","cellular hormone metabolic process","3/101","172/21069",0.0498736194725665,0.434990986876415,0.413456123049575,"BCO1/DHRS2/CYP26A1",3
"GO:0050905","GO:0050905","neuromuscular process","3/101","173/21069",0.0505830785662216,0.434990986876415,0.413456123049575,"TNNC1/MYH7/USH1C",3
"GO:0097530","GO:0097530","granulocyte migration","3/101","174/21069",0.0512974692243185,0.434990986876415,0.413456123049575,"CCL16/CCL5/CCL25",3
"GO:0002002","GO:0002002","regulation of angiotensin levels in blood","1/101","11/21069",0.0514975214952962,0.434990986876415,0.413456123049575,"REN",1
"GO:0016102","GO:0016102","diterpenoid biosynthetic process","1/101","11/21069",0.0514975214952962,0.434990986876415,0.413456123049575,"BCO1",1
"GO:0033625","GO:0033625","positive regulation of integrin activation","1/101","11/21069",0.0514975214952962,0.434990986876415,0.413456123049575,"CDH17",1
"GO:0044848","GO:0044848","biological phase","1/101","11/21069",0.0514975214952962,0.434990986876415,0.413456123049575,"SYCP2L",1
"GO:0070099","GO:0070099","regulation of chemokine-mediated signaling pathway","1/101","11/21069",0.0514975214952962,0.434990986876415,0.413456123049575,"CCL5",1
"GO:1904729","GO:1904729","regulation of intestinal lipid absorption","1/101","11/21069",0.0514975214952962,0.434990986876415,0.413456123049575,"PRAP1",1
"GO:2000672","GO:2000672","negative regulation of motor neuron apoptotic process","1/101","11/21069",0.0514975214952962,0.434990986876415,0.413456123049575,"CNTFR",1
"GO:0060041","GO:0060041","retina development in camera-type eye","3/101","175/21069",0.0520167772143963,0.434990986876415,0.413456123049575,"MFRP/RD3/USH1C",3
"GO:0048592","GO:0048592","eye morphogenesis","3/101","178/21069",0.0542040598119978,0.434990986876415,0.413456123049575,"MFRP/PITX3/USH1C",3
"GO:0043462","GO:0043462","regulation of ATP-dependent activity","2/101","79/21069",0.0552425524548095,0.434990986876415,0.413456123049575,"MYH6/TNNC1",2
"GO:0001967","GO:0001967","suckling behavior","1/101","12/21069",0.056046802069376,0.434990986876415,0.413456123049575,"CNTFR",1
"GO:0002775","GO:0002775","antimicrobial peptide production","1/101","12/21069",0.056046802069376,0.434990986876415,0.413456123049575,"LGALS4",1
"GO:0006020","GO:0006020","inositol metabolic process","1/101","12/21069",0.056046802069376,0.434990986876415,0.413456123049575,"ITPKA",1
"GO:0006560","GO:0006560","proline metabolic process","1/101","12/21069",0.056046802069376,0.434990986876415,0.413456123049575,"DAO",1
"GO:0030046","GO:0030046","parallel actin filament bundle assembly","1/101","12/21069",0.056046802069376,0.434990986876415,0.413456123049575,"USH1C",1
"GO:0033632","GO:0033632","regulation of cell-cell adhesion mediated by integrin","1/101","12/21069",0.056046802069376,0.434990986876415,0.413456123049575,"CCL5",1
"GO:0034145","GO:0034145","positive regulation of toll-like receptor 4 signaling pathway","1/101","12/21069",0.056046802069376,0.434990986876415,0.413456123049575,"IFI35",1
"GO:0042756","GO:0042756","drinking behavior","1/101","12/21069",0.056046802069376,0.434990986876415,0.413456123049575,"REN",1
"GO:0043696","GO:0043696","dedifferentiation","1/101","12/21069",0.056046802069376,0.434990986876415,0.413456123049575,"ESRRB",1
"GO:0043697","GO:0043697","cell dedifferentiation","1/101","12/21069",0.056046802069376,0.434990986876415,0.413456123049575,"ESRRB",1
"GO:0046549","GO:0046549","retinal cone cell development","1/101","12/21069",0.056046802069376,0.434990986876415,0.413456123049575,"USH1C",1
"GO:1902093","GO:1902093","positive regulation of flagellated sperm motility","1/101","12/21069",0.056046802069376,0.434990986876415,0.413456123049575,"RNASE10",1
"GO:2000035","GO:2000035","regulation of stem cell division","1/101","12/21069",0.056046802069376,0.434990986876415,0.413456123049575,"ESRRB",1
"GO:2000155","GO:2000155","positive regulation of cilium-dependent cell motility","1/101","12/21069",0.056046802069376,0.434990986876415,0.413456123049575,"RNASE10",1
"GO:2000501","GO:2000501","regulation of natural killer cell chemotaxis","1/101","12/21069",0.056046802069376,0.434990986876415,0.413456123049575,"CCL5",1
"GO:0090596","GO:0090596","sensory organ morphogenesis","4/101","300/21069",0.0563586042957602,0.434990986876415,0.413456123049575,"MFRP/CHRNA9/PITX3/USH1C",4
"GO:0034341","GO:0034341","response to interferon-gamma","3/101","182/21069",0.057188380896982,0.434990986876415,0.413456123049575,"CCL16/CCL5/CCL25",3
"GO:0006081","GO:0006081","cellular aldehyde metabolic process","2/101","81/21069",0.0577403816986095,0.434990986876415,0.413456123049575,"BCO1/ALDH3A1",2
"GO:2001259","GO:2001259","positive regulation of cation channel activity","2/101","81/21069",0.0577403816986095,0.434990986876415,0.413456123049575,"PIRT/KCNC2",2
"GO:0003353","GO:0003353","positive regulation of cilium movement","1/101","13/21069",0.0605744780436837,0.434990986876415,0.413456123049575,"RNASE10",1
"GO:0009698","GO:0009698","phenylpropanoid metabolic process","1/101","13/21069",0.0605744780436837,0.434990986876415,0.413456123049575,"CYP2A13",1
"GO:0009804","GO:0009804","coumarin metabolic process","1/101","13/21069",0.0605744780436837,0.434990986876415,0.413456123049575,"CYP2A13",1
"GO:0032823","GO:0032823","regulation of natural killer cell differentiation","1/101","13/21069",0.0605744780436837,0.434990986876415,0.413456123049575,"ZNF683",1
"GO:0042363","GO:0042363","fat-soluble vitamin catabolic process","1/101","13/21069",0.0605744780436837,0.434990986876415,0.413456123049575,"CYP26A1",1
"GO:0042416","GO:0042416","dopamine biosynthetic process","1/101","13/21069",0.0605744780436837,0.434990986876415,0.413456123049575,"DAO",1
"GO:0042670","GO:0042670","retinal cone cell differentiation","1/101","13/21069",0.0605744780436837,0.434990986876415,0.413456123049575,"USH1C",1
"GO:0060049","GO:0060049","regulation of protein glycosylation","1/101","13/21069",0.0605744780436837,0.434990986876415,0.413456123049575,"RAMP1",1
"GO:0071481","GO:0071481","cellular response to X-ray","1/101","13/21069",0.0605744780436837,0.434990986876415,0.413456123049575,"PRAP1",1
"GO:1904478","GO:1904478","regulation of intestinal absorption","1/101","13/21069",0.0605744780436837,0.434990986876415,0.413456123049575,"PRAP1",1
"GO:1904995","GO:1904995","negative regulation of leukocyte adhesion to vascular endothelial cell","1/101","13/21069",0.0605744780436837,0.434990986876415,0.413456123049575,"CCL25",1
"GO:0015833","GO:0015833","peptide transport","4/101","309/21069",0.0614807040028803,0.434990986876415,0.413456123049575,"CCL5/FFAR4/UCN3/CDH17",4
