_MEMBER_DEGs,_MEMBER_DMRs,_LogP_DEGs,_LogP_DMRs,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,0,-15.445452159700633,0.0,GO:0002833,M10,1,0,GO Biological Processes,19,positive regulation of response to biotic stimulus,19_GO:0048518 positive regulation of biological process,-15.445452159700633,6.93827287066246,12.2854042661628,30337,317,400,29,7.25,1.2965699942540703,101|383|654|929|2069|2219|2358|2867|3055|3656|4210|4332|5650|6573|6688|7099|8807|11027|25818|26253|51311|58484|64581|79931|81793|114548|115727|171389|285852,ADAM8|ARG1|BMP6|CD14|EREG|FCN1|FPR2|FFAR2|HCK|IRAK2|MEFV|MNDA|KLK7|SLC19A1|SPI1|TLR4|IL18RAP|LILRA2|KLK5|CLEC4E|TLR8|NLRC4|CLEC7A|TNIP3|TLR10|NLRP3|RASGRP4|NLRP6|TREML4,-12.754252748901429,0,2,0,0,-45.33520680982095,9.169214162348876,
1,0,-14.536261454498387,0.0,GO:0045088,M10,1,0,GO Biological Processes,19,regulation of innate immune response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-14.536261454498387,5.5006648351648355,11.181049100588806,30337,455,400,33,8.25,1.375624858019075,101|383|929|1378|2069|2219|2268|2358|2867|3055|3656|4210|4332|6279|6280|6573|6688|7099|8807|9437|11027|11314|26253|51311|58484|64581|79931|81793|114548|115727|171389|285852|653361,ADAM8|ARG1|CD14|CR1|EREG|FCN1|FGR|FPR2|FFAR2|HCK|IRAK2|MEFV|MNDA|S100A8|S100A9|SLC19A1|SPI1|TLR4|IL18RAP|NCR1|LILRA2|CD300A|CLEC4E|TLR8|NLRC4|CLEC7A|TNIP3|TLR10|NLRP3|RASGRP4|NLRP6|TREML4|NCF1,-11.931616176323983,0,2,0,0,-45.33520680982095,9.169214162348876,
1,0,-14.359617108946834,0.0,GO:0002429,M10,1,0,GO Biological Processes,19,immune response-activating cell surface receptor signaling pathway,19_GO:0002376 immune system process,-14.359617108946834,7.645413306451613,12.146439037677617,30337,248,400,25,6.25,1.2103072956898178,719|728|929|1378|2207|2219|2268|2357|2358|2867|3055|3656|3684|3937|4332|5142|5788|7099|7462|9473|10603|11027|64581|79931|150372,C3AR1|C5AR1|CD14|CR1|FCER1G|FCN1|FGR|FPR1|FPR2|FFAR2|HCK|IRAK2|ITGAM|LCP2|MNDA|PDE4B|PTPRC|TLR4|LAT2|THEMIS2|SH2B2|LILRA2|CLEC7A|TNIP3|NFAM1,-11.778633177935225,0,2,0,0,-45.33520680982095,9.169214162348876,
1,0,-12.764987929140592,0.0,GO:0045089,M10,1,0,GO Biological Processes,19,positive regulation of innate immune response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-12.764987929140592,6.515678694158075,10.928413951690644,30337,291,400,25,6.25,1.2103072956898178,101|929|2069|2219|2358|2867|3055|3656|4210|4332|6573|6688|7099|8807|11027|26253|51311|58484|64581|79931|81793|114548|115727|171389|285852,ADAM8|CD14|EREG|FCN1|FPR2|FFAR2|HCK|IRAK2|MEFV|MNDA|SLC19A1|SPI1|TLR4|IL18RAP|LILRA2|CLEC4E|TLR8|NLRC4|CLEC7A|TNIP3|TLR10|NLRP3|RASGRP4|NLRP6|TREML4,-10.226755978549932,0,2,0,0,-45.33520680982095,9.169214162348876,
1,0,-10.03737259467699,0.0,GO:0002758,M10,1,0,GO Biological Processes,19,innate immune response-activating signaling pathway,19_GO:0044419 biological process involved in interspecies interaction between organisms,-10.03737259467699,8.426944444444445,10.326265870783997,30337,144,400,16,4.0,0.9797958971132712,929|2219|2867|3055|3656|4210|7099|11027|26253|51311|58484|64581|79931|81793|114548|171389,CD14|FCN1|FFAR2|HCK|IRAK2|MEFV|TLR4|LILRA2|CLEC4E|TLR8|NLRC4|CLEC7A|TNIP3|TLR10|NLRP3|NLRP6,-7.670684275391291,0,2,0,0,-45.33520680982095,9.169214162348876,
1,0,-9.936506138585104,0.0,GO:0002218,M10,1,0,GO Biological Processes,19,activation of innate immune response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-9.936506138585104,7.6291272189349115,9.98921730899923,30337,169,400,17,4.25,1.0086345968684596,929|2219|2867|3055|3656|4210|4332|7099|11027|26253|51311|58484|64581|79931|81793|114548|171389,CD14|FCN1|FFAR2|HCK|IRAK2|MEFV|MNDA|TLR4|LILRA2|CLEC4E|TLR8|NLRC4|CLEC7A|TNIP3|TLR10|NLRP3|NLRP6,-7.578865948276802,0,2,0,0,-45.33520680982095,9.169214162348876,
1,0,-8.002525764868746,0.0,GO:0002221,M10,1,0,GO Biological Processes,19,pattern recognition receptor signaling pathway,19_GO:0044419 biological process involved in interspecies interaction between organisms,-8.002525764868746,8.015873983739837,9.012291655655428,30337,123,400,13,3.25,0.8866192813152667,929|2219|2867|3656|4210|7099|26253|51311|58484|79931|81793|114548|171389,CD14|FCN1|FFAR2|IRAK2|MEFV|TLR4|CLEC4E|TLR8|NLRC4|TNIP3|TLR10|NLRP3|NLRP6,-5.834205099349881,0,2,0,0,-45.33520680982095,9.169214162348876,
1,0,-27.15334348315443,0.0,GO:0009617,M10,1,0,GO Biological Processes,19,response to bacterium,19_GO:0044419 biological process involved in interspecies interaction between organisms,-27.15334348315443,6.063145161290323,15.814239404376265,30337,713,400,57,14.25,1.7478111311008409,133|722|728|820|929|944|1118|1268|1439|2207|2268|2353|2358|3055|3240|3552|3553|3576|3586|3656|3684|3853|4317|4318|5142|5473|5743|6279|6280|6283|6347|6364|6374|6406|6556|6700|7056|7099|7133|7538|8140|8993|10288|10804|26253|54210|57817|58484|79931|81793|114548|114771|115727|140885|171389|199713|338339,ADM|C4BPA|C5AR1|CAMP|CD14|TNFSF8|CHIT1|CNR1|CSF2RB|FCER1G|FGR|FOS|FPR2|HCK|HP|IL1A|IL1B|CXCL8|IL10|IRAK2|ITGAM|KRT6A|MMP8|MMP9|PDE4B|PPBP|PTGS2|S100A8|S100A9|S100A12|CCL2|CCL20|CXCL5|SEMG1|SLC11A1|SPRR2A|THBD|TLR4|TNFRSF1B|ZFP36|SLC7A5|PGLYRP1|LILRB2|GJB6|CLEC4E|TREM1|HAMP|NLRC4|TNIP3|TLR10|NLRP3|PGLYRP3|RASGRP4|SIRPA|NLRP6|NLRP7|CLEC4D,-23.5079015629159,0,3,1,1,-27.15334348315443,10.30868932038835,
1,0,-17.77306576687398,0.0,GO:0045087,M10,1,0,GO Biological Processes,19,innate immune response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-17.77306576687398,4.684096583442838,11.897579945139876,30337,761,400,47,11.75,1.6100756969782508,383|722|820|929|1378|2207|2219|2268|3055|3684|3718|3868|4210|5806|6279|6280|6283|6347|6556|7099|7454|8685|8993|9051|10581|11027|23569|23601|26253|50856|51311|54210|57126|58484|64581|81793|114548|114771|115727|140885|171389|200315|285852|338339|339122|353514|653361,ARG1|C4BPA|CAMP|CD14|CR1|FCER1G|FCN1|FGR|HCK|ITGAM|JAK3|KRT16|MEFV|PTX3|S100A8|S100A9|S100A12|CCL2|SLC11A1|TLR4|WAS|MARCO|PGLYRP1|PSTPIP1|IFITM2|LILRA2|PADI4|CLEC5A|CLEC4E|CLEC4A|TLR8|TREM1|CD177|NLRC4|CLEC7A|TLR10|NLRP3|PGLYRP3|RASGRP4|SIRPA|NLRP6|APOBEC3A|TREML4|CLEC4D|RAB43|LILRA5|NCF1,-14.89105184019839,0,3,0,0,-27.15334348315443,10.30868932038835,
1,0,-14.610144557306269,0.0,GO:0042742,M10,1,0,GO Biological Processes,19,defense response to bacterium,19_GO:0044419 biological process involved in interspecies interaction between organisms,-14.610144557306269,6.741555555555556,11.84050029176024,30337,315,400,28,7.0,1.2757350822173075,728|820|944|2207|2268|2358|3240|3553|3586|3853|5473|6279|6280|6283|6364|6406|6556|6700|7099|8993|26253|54210|57817|58484|114771|115727|171389|338339,C5AR1|CAMP|TNFSF8|FCER1G|FGR|FPR2|HP|IL1B|IL10|KRT6A|PPBP|S100A8|S100A9|S100A12|CCL20|SEMG1|SLC11A1|SPRR2A|TLR4|PGLYRP1|CLEC4E|TREM1|HAMP|NLRC4|PGLYRP3|RASGRP4|NLRP6|CLEC4D,-11.990008502332511,0,3,0,0,-27.15334348315443,10.30868932038835,
1,0,-11.23621046253919,0.0,GO:0006959,M10,1,0,GO Biological Processes,19,humoral immune response,19_GO:0002376 immune system process,-11.23621046253919,6.46718992248062,10.194063437880544,30337,258,400,22,5.5,1.1399013115177998,240|722|820|1378|2219|3576|3853|4589|5473|6280|6283|6347|6354|6364|6374|6406|6556|6700|8993|9308|54210|114771,ALOX5|C4BPA|CAMP|CR1|FCN1|CXCL8|KRT6A|MUC7|PPBP|S100A9|S100A12|CCL2|CCL7|CCL20|CXCL5|SEMG1|SLC11A1|SPRR2A|PGLYRP1|CD83|TREM1|PGLYRP3,-8.778289263137125,0,3,0,0,-27.15334348315443,10.30868932038835,
1,0,-10.041207379865302,0.0,GO:0061844,M10,1,0,GO Biological Processes,19,antimicrobial humoral immune response mediated by antimicrobial peptide,19_GO:0044419 biological process involved in interspecies interaction between organisms,-10.041207379865302,10.30868932038835,10.938665920308647,30337,103,400,14,3.5,0.9188987974744554,820|3576|3853|4589|5473|6280|6283|6347|6354|6364|6374|6406|8993|114771,CAMP|CXCL8|KRT6A|MUC7|PPBP|S100A9|S100A12|CCL2|CCL7|CCL20|CXCL5|SEMG1|PGLYRP1|PGLYRP3,-7.670684275391291,0,3,0,0,-27.15334348315443,10.30868932038835,
1,0,-9.769315959296652,0.0,GO:0019730,M10,1,0,GO Biological Processes,19,antimicrobial humoral response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-9.769315959296652,8.089866666666667,10.061870762149207,30337,150,400,16,4.0,0.9797958971132712,820|3576|3853|4589|5473|6280|6283|6347|6354|6364|6374|6406|6556|6700|8993|114771,CAMP|CXCL8|KRT6A|MUC7|PPBP|S100A9|S100A12|CCL2|CCL7|CCL20|CXCL5|SEMG1|SLC11A1|SPRR2A|PGLYRP1|PGLYRP3,-7.429225408504748,0,3,0,0,-27.15334348315443,10.30868932038835,
1,0,-6.833548495666832,0.0,GO:0031640,M10,1,0,GO Biological Processes,19,killing of cells of another organism,19_GO:0044419 biological process involved in interspecies interaction between organisms,-6.833548495666832,9.13765060240964,8.58127260887947,30337,83,400,10,2.5,0.7806247497997998,820|3853|4589|6283|6406|8993|54210|57817|114771|171389,CAMP|KRT6A|MUC7|S100A12|SEMG1|PGLYRP1|TREM1|HAMP|PGLYRP3|NLRP6,-4.783602797253879,0,3,0,0,-27.15334348315443,10.30868932038835,
1,0,-6.833548495666832,0.0,GO:0141061,M10,1,0,GO Biological Processes,19,disruption of cell in another organism,19_GO:0044419 biological process involved in interspecies interaction between organisms,-6.833548495666832,9.13765060240964,8.58127260887947,30337,83,400,10,2.5,0.7806247497997998,820|3853|4589|6283|6406|8993|54210|57817|114771|171389,CAMP|KRT6A|MUC7|S100A12|SEMG1|PGLYRP1|TREM1|HAMP|PGLYRP3|NLRP6,-4.783602797253879,0,3,0,0,-27.15334348315443,10.30868932038835,
1,0,-6.685694132101769,0.0,GO:0141060,M10,1,0,GO Biological Processes,19,disruption of anatomical structure in another organism,19_GO:0044419 biological process involved in interspecies interaction between organisms,-6.685694132101769,8.81889534883721,8.3932425384504,30337,86,400,10,2.5,0.7806247497997998,820|3853|4589|6283|6406|8993|54210|57817|114771|171389,CAMP|KRT6A|MUC7|S100A12|SEMG1|PGLYRP1|TREM1|HAMP|PGLYRP3|NLRP6,-4.650912374953122,0,3,0,0,-27.15334348315443,10.30868932038835,
1,0,-6.392771842813758,0.0,GO:0001906,M10,1,0,GO Biological Processes,19,cell killing,19_GO:0009987 cellular process,-6.392771842813758,6.45468085106383,7.504283078515466,30337,141,400,12,3.0,0.8529361054615989,820|2212|2215|3853|4589|6283|6406|8993|54210|57817|114771|171389,CAMP|FCGR2A|FCGR3B|KRT6A|MUC7|S100A12|SEMG1|PGLYRP1|TREM1|HAMP|PGLYRP3|NLRP6,-4.400542436350574,0,3,0,0,-27.15334348315443,10.30868932038835,
1,0,-5.375216867927747,0.0,GO:0050830,M10,1,0,GO Biological Processes,19,defense response to Gram-positive bacterium,19_GO:0044419 biological process involved in interspecies interaction between organisms,-5.375216867927747,6.373319327731093,6.788726115518429,30337,119,400,10,2.5,0.7806247497997998,728|820|944|2268|3553|3853|6700|8993|114771|171389,C5AR1|CAMP|TNFSF8|FGR|IL1B|KRT6A|SPRR2A|PGLYRP1|PGLYRP3|NLRP6,-3.5181389758408375,0,3,0,0,-27.15334348315443,10.30868932038835,
1,0,-3.571296224339081,0.0,R-HSA-6803157,M10,1,0,Reactome Gene Sets,6,Antimicrobial peptides,,-3.571296224339081,5.588394736842106,5.177526565036226,30337,95,400,7,1.75,0.6556247020971678,820|6279|6280|6406|6556|8993|114771,CAMP|S100A8|S100A9|SEMG1|SLC11A1|PGLYRP1|PGLYRP3,-2.0028586308939036,0,3,0,0,-27.15334348315443,10.30868932038835,
1,0,-26.242189611796455,0.0,GO:0050900,M10,1,0,GO Biological Processes,19,leukocyte migration,19_GO:0002376 immune system process,-26.242189611796455,11.189877049180328,18.472944662920547,30337,244,400,36,9.0,1.4309088021254186,101|240|728|1230|1441|1901|2207|2321|2529|2867|3055|3383|3553|3576|3577|3579|3586|3689|5142|5473|6279|6280|6283|6347|6354|6364|6374|6402|7852|8740|30817|54210|57126|57580|91662|140885,ADAM8|ALOX5|C5AR1|CCR1|CSF3R|S1PR1|FCER1G|FLT1|FUT7|FFAR2|HCK|ICAM1|IL1B|CXCL8|CXCR1|CXCR2|IL10|ITGB2|PDE4B|PPBP|S100A8|S100A9|S100A12|CCL2|CCL7|CCL20|CXCL5|SELL|CXCR4|TNFSF14|ADGRE2|TREM1|CD177|PREX1|NLRP12|SIRPA,-22.67592893760555,0,4,1,1,-26.242189611796455,21.669285714285714,
1,1,-26.12756888921826,-2.154801516821711,GO:0006935,M11,2,0,GO Biological Processes,19,chemotaxis,19_GO:0040011 locomotion,-26.12756888921826,9.039367732558139,17.333895608152908,30337,344,400,41,10.25,1.5165235738358964,101|240|719|728|1230|1441|1839|1901|1960|2207|2321|2357|2358|2867|3553|3576|3577|3579|3586|3689|4046|5142|5328|5329|5473|5880|6279|6280|6283|6347|6354|6364|6374|7852|8740|10501|30817|54210|57580|60675|146225,ADAM8|ALOX5|C3AR1|C5AR1|CCR1|CSF3R|HBEGF|S1PR1|EGR3|FCER1G|FLT1|FPR1|FPR2|FFAR2|IL1B|CXCL8|CXCR1|CXCR2|IL10|ITGB2|LSP1|PDE4B|PLAU|PLAUR|PPBP|RAC2|S100A8|S100A9|S100A12|CCL2|CCL7|CCL20|CXCL5|CXCR4|TNFSF14|SEMA6B|ADGRE2|TREM1|PREX1|PROK2|CMTM2,-22.656099714605773,0,4,0,0,-26.242189611796455,21.669285714285714,
