_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-2.9,COVID148,M1,1,0,COVID,200,Proteome_Stukalov_A549_72h_NSP14_Down,,-2.9,8.2,5.1,30337,39,380,4,1.1,0.52,218|2052|4035|10458,ALDH3A1|EPHX1|LRP1|BAIAP2,-0.72,0
1,-2.8,COVID051,M1,1,0,COVID,200,RNA_Xiong_BALF_Down,,-2.8,2.9,3.8,30337,300,380,11,2.9,0.86,240|2548|3689|4035|6452|6533|23396|57153|84875|147138|254102,ALOX5|GAA|ITGB2|LRP1|SH3BP2|SLC6A6|PIP5K1C|SLC44A2|PARP10|TMC8|EHBP1L1,-0.72,0
1,-2.8,COVID124,M1,1,0,COVID,200,Interactome_Stukalov_A549_72h_ORF3,,-2.8,2.9,3.8,30337,300,380,11,2.9,0.86,115|1969|2049|5361|5802|6533|8519|9902|56937|57622|80790,ADCY9|EPHA2|EPHB3|PLXNA1|PTPRS|SLC6A6|IFITM1|MRC2|PMEPA1|LRFN1|CMIP,-0.72,0
1,-2.8,COVID234,M1,1,0,COVID,200,Phosphoproteome_Klann_Caco-2_24h_Down,,-2.8,2.9,3.8,30337,300,380,11,2.9,0.86,1969|4298|4773|9612|10160|23327|23352|23369|57186|79026|85379,EPHA2|MLLT1|NFATC2|NCOR2|FARP1|NEDD4L|UBR4|PUM2|RALGAPA2|AHNAK|KIAA1671,-0.72,0
1,-2.8,COVID053,M1,1,0,COVID,200,RNA_Xiong_PBMC_Down,,-2.8,3.1,3.8,30337,257,380,10,2.6,0.82,379|864|5802|9715|26053|53637|57593|161882|494470|101928784,ARL4D|RUNX3|PTPRS|FAM131B|AUTS2|S1PR5|EBF4|ZFPM1|ARK2C|RORA-AS1,-0.7,0
1,-2.6,COVID177,M1,1,0,COVID,200,Proteome_Stukalov_A549_72h_ORF7A_Up,,-2.6,5.4,4.3,30337,74,380,5,1.3,0.58,115|3632|23499|51343|201176,ADCY9|INPP5A|MACF1|FZR1|ARHGAP27,-0.63,0
1,-2.6,COVID047,M1,1,0,COVID,200,RNA_Wyler_Calu-3_12h_Down,,-2.6,3.4,3.7,30337,188,380,8,2.1,0.74,4330|8291|11156|79661|113146|114796|339983|389337,MN1|DYSF|PTP4A3|NEIL1|AHNAK2|PSMG3-AS1|NAT8L|ARHGEF37,-0.6,0
1,-2.5,COVID063,M1,1,0,COVID,200,Phosphoproteome_Bouhaddou_Vero_E6_4h_Down,,-2.5,3.2,3.6,30337,197,380,8,2.1,0.74,5395|9612|23187|23327|23499|26053|79026|83879,PMS2|NCOR2|PHLDB1|NEDD4L|MACF1|AUTS2|AHNAK|CDCA7,-0.54,0
1,-2.3,COVID016,M1,1,0,COVID,200,RNA_Blanco-Melo_Calu-3_Up,,-2.3,2.7,3.3,30337,300,380,10,2.6,0.82,639|3665|7071|8140|8519|8553|9314|9830|84875|153090,PRDM1|IRF7|KLF10|SLC7A5|IFITM1|BHLHE40|KLF4|TRIM14|PARP10|DAB2IP,-0.44,0
1,-2.3,COVID034,M1,1,0,COVID,200,RNA_Liao_BALF-severe-vs-mild_Up,,-2.3,2.7,3.3,30337,300,380,10,2.6,0.82,639|3142|3632|5154|7071|7171|23187|56262|65249|84069,PRDM1|HLX|INPP5A|PDGFA|KLF10|TPM4|PHLDB1|LRRC8A|ZSWIM4|PLEKHN1,-0.44,0
1,-2.3,COVID049,M1,1,0,COVID,200,RNA_Wyler_Calu-3_24h_Down,,-2.3,2.7,3.3,30337,300,380,10,2.6,0.82,1759|1953|2052|4035|6382|10160|26960|56937|79026|113146,DNM1|MEGF6|EPHX1|LRP1|SDC1|FARP1|NBEA|PMEPA1|AHNAK|AHNAK2,-0.44,0
1,-2.2,COVID179,M1,1,0,COVID,200,Proteome_Stukalov_A549_72h_ORF7B_Up,,-2.2,3.7,3.5,30337,130,380,6,1.6,0.64,1677|1969|1999|3632|113146|376497,DFFB|EPHA2|ELF3|INPP5A|AHNAK2|SLC27A1,-0.39,0
1,-2.2,COVID135,M1,1,0,COVID,200,Proteome_Stukalov_A549-ACE2_24h_Up,,-2.2,3.7,3.4,30337,131,380,6,1.6,0.64,218|1969|3315|5771|7171|10801,ALDH3A1|EPHA2|HSPB1|PTPN2|TPM4|SEPTIN9,-0.38,0
1,-2.1,COVID207,M1,1,0,COVID,200,Proteome_Li_Urine-mild-vs-healthy_Down,,-2.1,4,3.4,30337,99,380,5,1.3,0.58,2548|3339|4035|4053|6649,GAA|HSPG2|LRP1|LTBP2|SOD3,-0.31,0
1,-2,COVID014,M1,1,0,COVID,200,RNA_Blanco-Melo_A549-low-MOI_Up,,-2,6.8,3.9,30337,35,380,3,0.79,0.45,3665|9830|84875,IRF7|TRIM14|PARP10,-0.28,0
