_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,-4.471430402458738,GO:0001525,M1,1,0,GO Biological Processes,19,angiogenesis,19_GO:0032502 developmental process,-4.471430402458738,3.4811429008567933,5.212461281658394,30337,344,380,15,3.9473684210526314,0.9988877033108529,1969|2022|2034|2049|3200|3339|5154|5578|6886|9394|54345|57007|58504|153090|219699,EPHA2|ENG|EPAS1|EPHB3|HOXA3|HSPG2|PDGFA|PRKCA|TAL1|HS6ST1|SOX18|ACKR3|ARHGAP22|DAB2IP|UNC5B,-1.6797757501048884,0,3,0,0,-6.177561715805121,3.4811429008567933,
1,-4.362070509022318,GO:0048514,M1,1,0,GO Biological Processes,19,blood vessel morphogenesis,19_GO:0032502 developmental process,-4.362070509022318,3.105678670360111,4.993660565507179,30337,437,380,17,4.473684210526316,1.060479745752041,639|1969|2022|2034|2049|3200|3339|4035|5154|5578|6886|9394|54345|57007|58504|153090|219699,PRDM1|EPHA2|ENG|EPAS1|EPHB3|HOXA3|HSPG2|LRP1|PDGFA|PRKCA|TAL1|HS6ST1|SOX18|ACKR3|ARHGAP22|DAB2IP|UNC5B,-1.6082919448574182,0,3,0,0,-6.177561715805121,3.4811429008567933,
1,-3.8911430111918315,GO:0009792,M1,1,0,GO Biological Processes,19,embryo development ending in birth or egg hatching,19_GO:0032502 developmental process,-3.8911430111918315,2.5022663000785546,4.42862907452967,30337,670,380,21,5.526315789473684,1.172145370837035,115|639|1855|1969|1999|2034|2395|3200|3202|3216|3955|8642|9394|9620|23654|54345|55182|64359|79805|80790|130497,ADCY9|PRDM1|DVL1|EPHA2|ELF3|EPAS1|FXN|HOXA3|HOXA5|HOXB6|LFNG|DCHS1|HS6ST1|CELSR1|PLXNB2|SOX18|RNF220|NXN|VASH2|CMIP|OSR1,-1.2710069562180741,0,3,0,0,-6.177561715805121,3.4811429008567933,
1,-3.63674050510571,GO:0043009,M1,1,0,GO Biological Processes,19,chordate embryonic development,19_GO:0032502 developmental process,-3.63674050510571,2.460222204200795,4.2351873055302995,30337,649,380,20,5.2631578947368425,1.1454888159631762,115|639|1855|1969|1999|2034|3200|3202|3216|3955|8642|9394|9620|23654|54345|55182|64359|79805|80790|130497,ADCY9|PRDM1|DVL1|EPHA2|ELF3|EPAS1|HOXA3|HOXA5|HOXB6|LFNG|DCHS1|HS6ST1|CELSR1|PLXNB2|SOX18|RNF220|NXN|VASH2|CMIP|OSR1,-1.1042003838906727,0,3,0,0,-6.177561715805121,3.4811429008567933,
1,-3.4175665736087195,GO:0048562,M1,1,0,GO Biological Processes,19,embryonic organ morphogenesis,19_GO:0032502 developmental process,-3.4175665736087195,3.247493309545049,4.3688465514970884,30337,295,380,12,3.1578947368421053,0.8970964486597793,1855|1969|2022|3142|3200|3202|3216|5595|10804|11078|54345|130497,DVL1|EPHA2|ENG|HLX|HOXA3|HOXA5|HOXB6|MAPK3|GJB6|TRIOBP|SOX18|OSR1,-0.9839204093580254,0,3,0,0,-6.177561715805121,3.4811429008567933,
1,-3.286517963885108,GO:0048598,M1,1,0,GO Biological Processes,19,embryonic morphogenesis,19_GO:0032502 developmental process,-3.286517963885108,2.439755160396747,3.9741037535466903,30337,589,380,18,4.7368421052631575,1.0897205549518332,1855|1969|2022|3142|3200|3202|3216|3689|5595|6886|8019|9314|9620|10804|11078|23654|54345|130497,DVL1|EPHA2|ENG|HLX|HOXA3|HOXA5|HOXB6|ITGB2|MAPK3|TAL1|BRD3|KLF4|CELSR1|GJB6|TRIOBP|PLXNB2|SOX18|OSR1,-0.9152338929102602,0,3,0,0,-6.177561715805121,3.4811429008567933,
1,-2.2583655620162064,GO:0007389,M1,1,0,GO Biological Processes,19,pattern specification process,19_GO:0032502 developmental process,-2.2583655620162064,2.266036543323374,3.0748061977152825,30337,458,380,13,3.4210526315789473,0.9324580730659966,1855|1952|2022|3200|3202|3216|3955|8553|8642|54345|55182|57585|130497,DVL1|CELSR2|ENG|HOXA3|HOXA5|HOXB6|LFNG|BHLHE40|DCHS1|SOX18|RNF220|CRAMP1|OSR1,-0.4150128996594114,0,3,0,0,-6.177561715805121,3.4811429008567933,
1,-6.117185125249531,GO:0120035,M1,1,0,GO Biological Processes,19,regulation of plasma membrane bounded cell projection organization,19_GO:0050789 regulation of biological process,-6.117185125249531,3.094349245206038,6.055235416413571,30337,645,380,25,6.578947368421052,1.2717706144187644,832|1523|1855|1969|2049|2672|3985|5048|5361|5605|5753|5802|5909|9314|10458|10801|23327|23369|23499|23654|26053|26153|84628|85358|153090,CAPZB|CUX1|DVL1|EPHA2|EPHB3|GFI1|LIMK2|PAFAH1B1|PLXNA1|MAP2K2|PTK6|PTPRS|RAP1GAP|KLF4|BAIAP2|SEPTIN9|NEDD4L|PUM2|MACF1|PLXNB2|AUTS2|KIF26A|NTNG2|SHANK3|DAB2IP,-2.3748331920029466,0,4,1,1,-6.117185125249531,5.184039644565961,
1,-5.913483682005826,GO:0031344,M1,1,0,GO Biological Processes,19,regulation of cell projection organization,19_GO:0050789 regulation of biological process,-5.913483682005826,3.0148871044681185,5.9034534715643545,30337,662,380,25,6.578947368421052,1.2717706144187644,832|1523|1855|1969|2049|2672|3985|5048|5361|5605|5753|5802|5909|9314|10458|10801|23327|23369|23499|23654|26053|26153|84628|85358|153090,CAPZB|CUX1|DVL1|EPHA2|EPHB3|GFI1|LIMK2|PAFAH1B1|PLXNA1|MAP2K2|PTK6|PTPRS|RAP1GAP|KLF4|BAIAP2|SEPTIN9|NEDD4L|PUM2|MACF1|PLXNB2|AUTS2|KIF26A|NTNG2|SHANK3|DAB2IP,-2.372870634568023,0,4,0,0,-6.117185125249531,5.184039644565961,
1,-5.763040049703244,GO:0010720,M1,1,0,GO Biological Processes,19,positive regulation of cell development,19_GO:0032502 developmental process,-5.763040049703244,3.4786148377479646,6.026448130079918,30337,459,380,20,5.2631578947368425,1.1454888159631762,864|1003|1523|2621|3142|3559|5048|5361|5578|5590|5605|6595|7071|7161|8140|10458|10636|23499|23654|85358,RUNX3|CDH5|CUX1|GAS6|HLX|IL2RA|PAFAH1B1|PLXNA1|PRKCA|PRKCZ|MAP2K2|SMARCA2|KLF10|TP73|SLC7A5|BAIAP2|RGS14|MACF1|PLXNB2|SHANK3,-2.372870634568023,0,4,0,0,-6.117185125249531,5.184039644565961,
1,-5.503650564573615,GO:0022604,M1,1,0,GO Biological Processes,19,regulation of cell morphogenesis,19_GO:0032502 developmental process,-5.503650564573615,4.543410355156182,6.284814874688023,30337,246,380,14,3.6842105263157894,0.9663382395596096,832|1523|1855|3689|5048|5361|10458|23136|23327|23499|23654|84628|221472|445815,CAPZB|CUX1|DVL1|ITGB2|PAFAH1B1|PLXNA1|BAIAP2|EPB41L3|NEDD4L|MACF1|PLXNB2|NTNG2|FGD2|PALM2AKAP2,-2.273181992305905,0,4,0,0,-6.117185125249531,5.184039644565961,
1,-5.376887257626677,GO:0010975,M1,1,0,GO Biological Processes,19,regulation of neuron projection development,19_GO:0032502 developmental process,-5.376887257626677,3.408651685393259,5.764986789358784,30337,445,380,19,5.0,1.118033988749895,1523|1855|2049|2672|5048|5361|5605|5753|5802|9314|10458|23327|23369|23499|23654|26153|84628|85358|153090,CUX1|DVL1|EPHB3|GFI1|PAFAH1B1|PLXNA1|MAP2K2|PTK6|PTPRS|KLF4|BAIAP2|NEDD4L|PUM2|MACF1|PLXNB2|KIF26A|NTNG2|SHANK3|DAB2IP,-2.184727521387442,0,4,0,0,-6.117185125249531,5.184039644565961,
1,-4.594652352221725,GO:0051962,M1,1,0,GO Biological Processes,19,positive regulation of nervous system development,19_GO:0032502 developmental process,-4.594652352221725,3.7759423897581788,5.405313757084903,30337,296,380,14,3.6842105263157894,0.9663382395596096,575|1523|2049|5048|5361|5605|7161|8140|10458|10636|22883|23499|23654|85358,ADGRB1|CUX1|EPHB3|PAFAH1B1|PLXNA1|MAP2K2|TP73|SLC7A5|BAIAP2|RGS14|CLSTN1|MACF1|PLXNB2|SHANK3,-1.7597195763226965,0,4,0,0,-6.117185125249531,5.184039644565961,
1,-3.596489839168861,GO:0051960,M1,1,0,GO Biological Processes,19,regulation of nervous system development,19_GO:0032502 developmental process,-3.596489839168861,2.782891870198372,4.334883021621049,30337,459,380,16,4.2105263157894735,1.0302325998517745,575|1523|2049|5048|5361|5605|5802|7161|8140|8553|10458|10636|22883|23499|23654|85358,ADGRB1|CUX1|EPHB3|PAFAH1B1|PLXNA1|MAP2K2|PTPRS|TP73|SLC7A5|BHLHE40|BAIAP2|RGS14|CLSTN1|MACF1|PLXNB2|SHANK3,-1.084586827300551,0,4,0,0,-6.117185125249531,5.184039644565961,
1,-3.52283988284197,GO:0050769,M1,1,0,GO Biological Processes,19,positive regulation of neurogenesis,19_GO:0032502 developmental process,-3.52283988284197,3.56982242190843,4.557998245677367,30337,246,380,11,2.8947368421052633,0.8600706562552147,1523|5048|5361|5605|7161|8140|10458|10636|23499|23654|85358,CUX1|PAFAH1B1|PLXNA1|MAP2K2|TP73|SLC7A5|BAIAP2|RGS14|MACF1|PLXNB2|SHANK3,-1.0476596779983998,0,4,0,0,-6.117185125249531,5.184039644565961,
1,-3.1555546411112907,GO:0031346,M1,1,0,GO Biological Processes,19,positive regulation of cell projection organization,19_GO:0048518 positive regulation of biological process,-3.1555546411112907,2.8749161685376876,4.036178936323284,30337,361,380,13,3.4210526315789473,0.9324580730659966,1523|1855|5048|5361|5605|5753|10458|10801|23369|23499|23654|26053|153090,CUX1|DVL1|PAFAH1B1|PLXNA1|MAP2K2|PTK6|BAIAP2|SEPTIN9|PUM2|MACF1|PLXNB2|AUTS2|DAB2IP,-0.8830247238428696,0,4,0,0,-6.117185125249531,5.184039644565961,
1,-2.952863115626718,GO:0050767,M1,1,0,GO Biological Processes,19,regulation of neurogenesis,19_GO:0032502 developmental process,-2.952863115626718,2.7311703601108035,3.8247604759729126,30337,380,380,13,3.4210526315789473,0.9324580730659966,1523|5048|5361|5605|5802|7161|8140|8553|10458|10636|23499|23654|85358,CUX1|PAFAH1B1|PLXNA1|MAP2K2|PTPRS|TP73|SLC7A5|BHLHE40|BAIAP2|RGS14|MACF1|PLXNB2|SHANK3,-0.7576703037075516,0,4,0,0,-6.117185125249531,5.184039644565961,
1,-2.7208597320923835,GO:0008360,M1,1,0,GO Biological Processes,19,regulation of cell shape,19_GO:0032502 developmental process,-2.7208597320923835,4.02042786823173,4.0198382177144545,30337,139,380,7,1.8421052631578947,0.6898077049272031,3689|5361|10458|23136|23654|221472|445815,ITGB2|PLXNA1|BAIAP2|EPB41L3|PLXNB2|FGD2|PALM2AKAP2,-0.6412656305273734,0,4,0,0,-6.117185125249531,5.184039644565961,
1,-2.685655587390874,GO:0050770,M1,1,0,GO Biological Processes,19,regulation of axonogenesis,19_GO:0032502 developmental process,-2.685655587390874,3.963400522583053,3.9723453420788255,30337,141,380,7,1.8421052631578947,0.6898077049272031,2049|5048|5361|5605|5802|23499|23654,EPHB3|PAFAH1B1|PLXNA1|MAP2K2|PTPRS|MACF1|PLXNB2,-0.6222770300640548,0,4,0,0,-6.117185125249531,5.184039644565961,
1,-2.5470693949159564,GO:0050772,M1,1,0,GO Biological Processes,19,positive regulation of axonogenesis,19_GO:0032502 developmental process,-2.5470693949159564,5.184039644565961,4.140268325197526,30337,77,380,5,1.3157894736842106,0.5845548135780517,5048|5361|5605|23499|23654,PAFAH1B1|PLXNA1|MAP2K2|MACF1|PLXNB2,-0.5636876260436399,0,4,0,0,-6.117185125249531,5.184039644565961,
1,-2.351182237755893,GO:0010976,M1,1,0,GO Biological Processes,19,positive regulation of neuron projection development,19_GO:0032502 developmental process,-2.351182237755893,3.4496263807667313,3.5209147895790918,30337,162,380,7,1.8421052631578947,0.6898077049272031,1855|5048|5753|10458|23369|23654|153090,DVL1|PAFAH1B1|PTK6|BAIAP2|PUM2|PLXNB2|DAB2IP,-0.46908227706716343,0,4,0,0,-6.117185125249531,5.184039644565961,
1,-5.824079868669441,GO:0050804,M1,1,0,GO Biological Processes,19,modulation of chemical synaptic transmission,19_GO:0050789 regulation of biological process,-5.824079868669441,3.3800774617996603,6.019314569282423,30337,496,380,21,5.526315789473684,1.172145370837035,575|1269|1759|1855|5023|5048|5581|5590|5595|5802|6533|8224|8291|9228|10458|10636|10815|22883|84628|85358|114781,ADGRB1|CNR2|DNM1|DVL1|P2RX1|PAFAH1B1|PRKCE|PRKCZ|MAPK3|PTPRS|SLC6A6|SYN3|DYSF|DLGAP2|BAIAP2|RGS14|CPLX1|CLSTN1|NTNG2|SHANK3|BTBD9,-2.372870634568023,0,5,1,1,-5.824079868669441,3.3800774617996603,
1,-5.81026901003238,GO:0099177,M1,1,0,GO Biological Processes,19,regulation of trans-synaptic signaling,19_GO:0050789 regulation of biological process,-5.81026901003238,3.3732765011119348,6.008262802099295,30337,497,380,21,5.526315789473684,1.172145370837035,575|1269|1759|1855|5023|5048|5581|5590|5595|5802|6533|8224|8291|9228|10458|10636|10815|22883|84628|85358|114781,ADGRB1|CNR2|DNM1|DVL1|P2RX1|PAFAH1B1|PRKCE|PRKCZ|MAPK3|PTPRS|SLC6A6|SYN3|DYSF|DLGAP2|BAIAP2|RGS14|CPLX1|CLSTN1|NTNG2|SHANK3|BTBD9,-2.372870634568023,0,5,0,0,-5.824079868669441,3.3800774617996603,
1,-5.644881077009102,GO:0030036,M1,1,0,GO Biological Processes,19,actin cytoskeleton organization,19_GO:0009987 cellular process,-5.644881077009102,3.1817982456140355,5.8264915544444635,30337,552,380,22,5.7894736842105265,1.1980569388113036,832|2314|3985|5048|5154|7171|9828|9922|10160|10458|10603|11078|23136|23396|26053|54961|57553|79778|81873|116986|201191|221472,CAPZB|FLII|LIMK2|PAFAH1B1|PDGFA|TPM4|ARHGEF17|IQSEC1|FARP1|BAIAP2|SH2B2|TRIOBP|EPB41L3|PIP5K1C|AUTS2|SSH3|MICAL3|MICALL2|ARPC5L|AGAP2|SAMD14|FGD2,-2.3004691524345553,0,6,1,1,-5.644881077009102,11.97513157894737,
1,-5.346405186241212,GO:0030029,M1,1,0,GO Biological Processes,19,actin filament-based process,19_GO:0009987 cellular process,-5.346405186241212,2.9568226120857695,5.549116976097748,30337,621,380,23,6.052631578947368,1.2232708621864514,832|2314|3985|5048|5154|7171|9828|9922|10160|10458|10603|11078|23136|23327|23396|26053|54961|57553|79778|81873|116986|201191|221472,CAPZB|FLII|LIMK2|PAFAH1B1|PDGFA|TPM4|ARHGEF17|IQSEC1|FARP1|BAIAP2|SH2B2|TRIOBP|EPB41L3|NEDD4L|PIP5K1C|AUTS2|SSH3|MICAL3|MICALL2|ARPC5L|AGAP2|SAMD14|FGD2,-2.184727521387442,0,6,0,0,-5.644881077009102,11.97513157894737,
